project_name,location_x,location_map,location_y,location_match
Oceanaire Luxurious Residences,"Pasay, Metro Manila","Malate, Manila, Metro Manila","MOA, Pasay",False
Ohana Place,"Las Piñas, Metro Manila","Almanza Uno, Las Piñas, Metro Manila","Las Piñas, Metro Manila",True
Ohana Place,"Las Piñas, Metro Manila","Almanza Uno, Las Piñas, Metro Manila","Almanza Uno, Las Piñas",True
Ohana Place,"Las Piñas, Metro Manila","Almanza Uno, Las Piñas, Metro Manila","Parañaque, Metro Manila",True
Olympic Heights Tower,,,"Eastwood City, Quezon City",False
Omni Gardens,"Manila, Metro Manila","Quiapo, Manila, Metro Manila",,True
One Adriatico Place,"Manila, Metro Manila","Quiapo, Manila, Metro Manila",,True
One Adriatico Residences,,,"Malate, Manila",False
One Adriatico Residences,,,"Ermita, Manila",False
One Antonio,"Makati, Metro Manila","San Antonio, Makati, Metro Manila","San Antonio, Makati",True
One Archer's Place,,,"Malate, Manila",False
One Archer's Place,,,"Taft, Manila",False
One Archers Place,"Manila, Metro Manila","Malate, Manila, Metro Manila",,True
One Beverly Place,,,"Greenhills, San Juan",False
One Castilla Place,"Quezon City, Metro Manila","Pasong Tamo, Quezon City, Metro Manila","Pasong Tamo, Quezon City",True
One Castilla Place,"Quezon City, Metro Manila","Pasong Tamo, Quezon City, Metro Manila","Valencia, Quezon City",True
One Central,"Makati, Metro Manila","Urdaneta, Makati, Metro Manila","Urdaneta, Makati",True
One Central,"Makati, Metro Manila","Urdaneta, Makati, Metro Manila","Bagumbayan, Quezon City",True
One Central Makati,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
One Central Park,"Taguig, Metro Manila","Bagumbayan, Quezon City, Metro Manila","Eastwood City, Quezon City",False
One Central Tower 1,"Makati, Metro Manila","Urdaneta, Makati, Metro Manila",,True
One Delta Terraces,,,"Diliman, Quezon City",False
One Delta Terraces,,,"Quezon Avenue, Quezon City",False
One Eastwood Avenue,,,"Eastwood City, Quezon City",False
One Eastwood Avenue,,,"Bagumbayan, Quezon City",False
One Eastwood Avenue,,,"Makati, Metro Manila",False
One Eastwood Avenue,,,"Quezon City, Metro Manila",False
One Eastwood Avenue Tower 1,"Quezon City, Metro Manila","Pasong Tamo, Quezon City, Metro Manila",,True
One Eastwood Avenue Tower 2,"Quezon City, Metro Manila","Pasong Tamo, Quezon City, Metro Manila","Pasong Tamo, Quezon City",True
One Gateway Place,"Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong",True
One Hidalgo,,,"Malate, Manila",False
One Katipunan Residences,,,"Loyola Heights, Quezon City",False
One Katipunan Residences,,,"Escopa III, Quezon City",False
One Lafayette Square,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
One Legazpi Park,,,"Legazpi Village, Makati",False
One Legazpi Park,,,"San Lorenzo, Makati",False
One Maridien,,,"Fort Bonifacio, Taguig",False
One Mckinley Place,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
One Metropolitan Place,"Pasay, Metro Manila","Malate, Manila, Metro Manila",,False
One Nenita Place,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila",,True
One Oasis Ortigas,"Pasig, Metro Manila","Santa Lucia, Pasig, Metro Manila",,True
One Orchard Road,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila","Ramon Magsaysay, Quezon City",True
One Orchard Road,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila","Bagumbayan, Quezon City",True
One Palm Tree Villas,,,"Newport City, Pasay",False
One Park Drive,"Taguig, Metro Manila","Metro Manila, Taguig",,False
One Premier,,,"Almanza Uno, Las Piñas",False
One Rockwell,"Makati, Metro Manila","Rockwell, Makati, Metro Manila","Makati, Metro Manila",True
One Rockwell,"Makati, Metro Manila","Rockwell, Makati, Metro Manila","Poblacion, Makati",True
One Rockwell,"Makati, Metro Manila","Rockwell, Makati, Metro Manila","Rockwell, Makati",True
One Rockwell East Tower,,,"Makati, Metro Manila",False
One Rockwell East Tower,,,"Poblacion, Makati",False
One Roxas Triangle,,,"Urdaneta, Makati",False
One Roxas Triangle,,,"Makati, Metro Manila",False
One Roxas Triangle Tower,,,"Urdaneta, Makati",False
One San Antonio Residences,,,"San Antonio, Makati",False
One Serendra,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
One Shangri-La Place,"Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
One Shangrila Place,"Mandaluyong, Metro Manila","Metro Manila, Mandaluyong",,False
One Shangrila Place Ortigas,"Mandaluyong, Metro Manila","Metro Manila, Mandaluyong",,False
One Sierra,"Mandaluyong, Metro Manila","Highway Hills, Mandaluyong, Metro Manila",,True
One Union Place,"Taguig, Metro Manila","Western Bicutan, Taguig, Metro Manila",,True
One Uptown Residence,,,"Fort Bonifacio, Taguig",False
One Uptown Residences,"Taguig, Metro Manila","South Cembo, Makati, Metro Manila","South Cembo, Makati",False
One Uptown Residences,"Taguig, Metro Manila","South Cembo, Makati, Metro Manila","Fort Bonifacio, Taguig",False
One Wilson Square,"San Juan, Metro Manila","Greenhills, San Juan, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
One Wilson Square,"San Juan, Metro Manila","Greenhills, San Juan, Metro Manila","Greenhills, San Juan",True
One Wilson Square,"San Juan, Metro Manila","Greenhills, San Juan, Metro Manila","San Perfecto, San Juan",True
Orchard Towers,"Pasig, Metro Manila","Bagong Ilog, Pasig, Metro Manila",,True
Orean Place,,,"Diliman, Quezon City",False
Orean Place,,,"Bel-Air, Makati",False
Orean Place,,,"Bagong Pag-Asa, Quezon City",False
Orean Place at Vertis North,"Quezon City, Metro Manila","Bagong Pag-Asa, Quezon City, Metro Manila","Diliman, Quezon City",True
Orient Mansions,,,"Bel-Air, Makati",False
Oriental Garden,"Makati, Metro Manila","Pio Del Pilar, Makati, Metro Manila","Pio Del Pilar, Makati",True
Oriental Garden Condominium,,,"Pio Del Pilar, Makati",False
Oxford Parksuites,"Manila, Metro Manila","Metro Manila, Manila, Tondo",,False
PALMDALE HEIGHTS,"Pasig, Metro Manila","Bagong Ilog, Pasig, Metro Manila",,True
PHINMA Metrotowne Las Piñas,,,"Talon Singko, Las Piñas",False
PINE CREST,"Quezon City, Metro Manila","Mariana, Quezon City, Metro Manila",,True
PONTE SALCEDO,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila",,True
PRESIDIO AT LAKEFRONT,"Muntinlupa, Metro Manila","Sucat, Muntinlupa, Metro Manila","Sucat, Muntinlupa",True
Pacific Coast Residences,,,"B.F. International Village, Las Piñas",False
Pacific Plaza,,,"Urdaneta, Makati",False
Pacific Plaza Condominium,"Makati, Metro Manila","Urdaneta, Makati, Metro Manila","Urdaneta, Makati",True
Pacific Plaza Tower,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Pacific Plaza Towers,,,"Fort Bonifacio, Taguig",False
Pacific Regency Condominium,,,"Malate, Manila",False
Pacific Skyloft,,,"Sampaloc, Manila",False
Palawan Tower at Bay Gardens,"Pasay, Metro Manila","Malate, Manila, Metro Manila",,False
Palm Beach West,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay, Metro Manila",True
Palm Beach West,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Bay City, Pasay",True
Palm Grove,"Parañaque, Metro Manila","Don Bosco, Parañaque, Metro Manila",,True
Palm Towers,,,"San Antonio, Makati",False
Palmdale Hieghts,"Pasig, Metro Manila","Bagong Ilog, Pasig, Metro Manila",,True
Palmetto Place,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
Panglao Oasis,"Taguig, Metro Manila","Pinagsama, Taguig, Metro Manila","Ususan, Taguig",True
Parc Regent,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Bangkal, Makati",True
Parc Regent,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Bel-Air, Makati",True
Parc Regent,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Salcedo Village, Makati",True
Park Avenue,,,"Fort Bonifacio, Taguig",False
Park Avenue,,,"Taguig, Metro Manila",False
Park Cascades,,,"Taguig, Metro Manila",False
Park Cascades at Arca South,"Taguig, Metro Manila","Western Bicutan, Taguig, Metro Manila",,True
Park Central Towers,"Makati, Metro Manila","Urdaneta, Makati, Metro Manila","Urdaneta, Makati",True
Park East Place,,,"Fort Bonifacio, Taguig",False
Park McKinley West,,,"Taguig, Metro Manila",False
Park McKinley West,,,"Fort Bonifacio, Taguig",False
Park One,,,"Zapote, Las Piñas",False
Park Terraces,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Makati, Metro Manila",True
Park Terraces,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","San Lorenzo, Makati",True
Park Triangle Residences,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Park West,,,"Fort Bonifacio, Taguig",False
Parkford Suites Legazpi,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
Parklinks North and South Towers,,,"Ugong Norte, Quezon City",False
Parkway Corporate Center,,,"Alabang, Muntinlupa",False
Parque España,,,"Muntinlupa, Metro Manila",False
Paseo De Roces,"Makati, Metro Manila","Pio Del Pilar, Makati, Metro Manila","Pio Del Pilar, Makati",True
Paseo Heights,"Makati, Metro Manila","Urdaneta, Makati, Metro Manila","Urdaneta, Makati",True
Paseo Parkview Suites,,,"Bel-Air, Makati",False
Paseo Verde,,,"Pulang Lupa Uno, Las Piñas",False
Paseo Verde at Real,,,"Pulang Lupa Uno, Las Piñas",False
Penhurst Park place,"Taguig, Metro Manila","Forbes Park North, Makati, Metro Manila","Fort Bonifacio, Taguig",False
Penhurst Parkplace,,,"Fort Bonifacio, Taguig",False
Peninsula Garden Midtown Homes,,,"Paco, Manila",False
Penthouse Unit in Acqua Livingstone,"Makati, Metro Manila","Hulo, Mandaluyong, Metro Manila",,False
Phoenix Heights,"Pasig, Metro Manila","Bagong Ilog, Pasig, Metro Manila",,True
Pine Crest Towers,"Quezon City, Metro Manila","Pasong Tamo, Quezon City, Metro Manila",,True
Pinecrest,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila",,True
Pinecrest Residential Resort,,,"Pasay, Metro Manila",False
Pines Peak Tower I,"Mandaluyong, Metro Manila","Highway Hills, Mandaluyong, Metro Manila","Highway Hills, Mandaluyong",True
Pines Peak Towers,,,"Highway Hills, Mandaluyong",False
Pines Peak Towers,,,"Barangka Ilaya, Mandaluyong",False
Pioneer Heights I,,,"Buayang Bato, Mandaluyong",False
Pioneer Highlands,,,"Barangka Ilaya, Mandaluyong",False
Pioneer Pointe,"Mandaluyong, Metro Manila","Highway Hills, Mandaluyong, Metro Manila",,True
Pioneer Woodlands,"Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong",True
Pioneer Woodlands,"Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong, Metro Manila","Boni Avenue, Mandaluyong",True
Pioneer Woodlands,"Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong, Metro Manila","Barangka Ibaba, Mandaluyong",True
Pioneer Woodlands,"Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong, Metro Manila","Mandaluyong, Metro Manila",True
Pioneer Woodlands,"Mandaluyong, Metro Manila","Barangka Ilaya, Mandaluyong, Metro Manila","Barangka Itaas, Mandaluyong",True
Platinum 1000,,,"Greenhills, San Juan",False
Plumeria Heights,,,"Malate, Manila",False
Portico,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
Portovita Condominium,"Quezon City, Metro Manila","Socorro, Quezon City, Metro Manila",,True
Presidio Lakefront,"Parañaque, Metro Manila","Barangay 76, Pasay, Metro Manila",,False
Primehomes Capitol Hills,,,"Matandang Balara, Quezon City",False
Prince David Condominium,,,"Loyola Heights, Quezon City",False
Princeton Residences,"Quezon City, Metro Manila","Mariana, Quezon City, Metro Manila",,True
Princeview Parksuites,"Manila, Metro Manila","Metro Manila, Manila, Binondo",,False
Prisma Residences,"Pasig, Metro Manila","Bagong Ilog, Pasig, Metro Manila",,True
Proscenium at Rockwell,,,"Guadalupe Viejo, Makati",False
Proscenium at Rockwell,,,"Poblacion, Makati",False
Proscenium at Rockwell,,,"Rockwell, Makati",False
Prosperity Heights,,,"Culiat, Quezon City",False
Quantum Residences,,,"San Isidro, Pasay",False
R Square Residences,,,"Makati, Metro Manila",False
R Square Residences,,,"Malate, Manila",False
R Square Residences,,,"Taft, Manila",False
R Square Residences,,,"Manila, Metro Manila",False
RSG SS Residens,,,"San Andres, Manila",False
Rada Regency,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
Raffles Residences,,,"Makati, Metro Manila",False
Rainbow Ridge,"Taguig, Metro Manila","Pinagsama, Taguig, Metro Manila",,True
Raya Garden,"Parañaque, Metro Manila","Barangay 76, Pasay, Metro Manila","Baclaran, Parañaque",False
Raya Garden Condominiums,,,"Merville, Parañaque",False
Raya Gardens,"Parañaque, Metro Manila","Merville, Parañaque, Metro Manila","Parañaque, Metro Manila",True
Red Residences,"Makati, Metro Manila","Pio Del Pilar, Makati, Metro Manila","Pio Del Pilar, Makati",True
Red Residences,"Makati, Metro Manila","Pio Del Pilar, Makati, Metro Manila","Chino Roces, Makati",True
Regent Parkway,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Renaissance Tower,"Pasig, Metro Manila","Ugong, Pasig, Metro Manila",,True
Rhapsody Residences,"Muntinlupa, Metro Manila","Buli, Muntinlupa, Metro Manila","Muntinlupa, Metro Manila",True
Rhapsody Residences,"Muntinlupa, Metro Manila","Buli, Muntinlupa, Metro Manila","Buli, Muntinlupa",True
Rhapsody Residences,"Muntinlupa, Metro Manila","Buli, Muntinlupa, Metro Manila","Cupang, Muntinlupa",True
Richbelt Tower,,,"Greenhills, San Juan",False
Ridgewood Towers Taguig,,,"Pembo, Makati",False
Ritz Towers,,,"Urdaneta, Makati",False
Ritz Towers,,,"San Lorenzo, Makati",False
Riverfront Residences,"Pasig, Metro Manila","Ugong, Pasig, Metro Manila",,True
Robinsons Galleria,,,"Ugong Norte, Quezon City",False
Robinsons Place Residence,"Manila, Metro Manila","Quiapo, Manila, Metro Manila",,True
Robinsons Place Residences,,,"Ermita, Manila",False
Rock Fort Boutique Residences,,,"Pinagkaisahan, Makati",False
Rosewood Pointe,"Taguig, Metro Manila","Ususan, Taguig, Metro Manila","Taguig, Metro Manila",True
Royal Palm Residences,"Taguig, Metro Manila","Ususan, Taguig, Metro Manila","Taguig, Metro Manila",True
Royal Palm Villa,Metro Manila,"Tugatog, Malabon, Metro Manila",,True
S Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay, Metro Manila",True
SMDC Jade Residences,,,"Bangkal, Makati",False
SMDC LIGHT RESIDENCE,"Mandaluyong, Metro Manila","Plainview, Mandaluyong, Metro Manila",,True
STRATA VIEWS,"San Juan, Metro Manila","Balong-Bato, San Juan, Metro Manila",,True
SUNTRUST ADRIATICO GARDENS,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
SUNTRUST AMADEA,"Quezon City, Metro Manila","Paligsahan, Quezon City, Metro Manila",,True
SUNTRUST ASCENTIA,"Manila, Metro Manila","Santa Ana, Manila, Metro Manila","Santa Ana, Manila",True
SUNTRUST TREETOP VILLAS,"Mandaluyong, Metro Manila","Hulo, Mandaluyong, Metro Manila",,True
Sage Residences,"Mandaluyong, Metro Manila","Mauway, Mandaluyong, Metro Manila","Mauway, Mandaluyong",True
Sail Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay, Metro Manila",True
Salcedo Park,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Makati, Metro Manila",True
Salcedo Skysuites,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
Salcedo Square,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila",,True
San Antonio Residence,"Makati, Metro Manila","San Antonio, Makati, Metro Manila","San Antonio, Makati",True
San Benissa Garden,"Quezon City, Metro Manila","Pasong Putik Proper, Quezon City, Metro Manila",,True
San Lorenzo Place,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Bangkal, Makati",True
San Lorenzo Place,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Chino Roces, Makati",True
San Lorenzo Place,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Magallanes, Makati",True
San francisco Garden Condominium,"Mandaluyong, Metro Manila","Barangka Itaas, Mandaluyong, Metro Manila",,True
Sands Residences,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
Sands Residences,"Manila, Metro Manila","Malate, Manila, Metro Manila","Roxas Boulevard, Manila",True
Sands Residences,"Manila, Metro Manila","Malate, Manila, Metro Manila","Ermita, Manila",True
Santorini at The Lakefront,"Muntinlupa, Metro Manila","Sucat, Muntinlupa, Metro Manila","Muntinlupa, Metro Manila",True
Sapphire Residences,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Sarasota,"Pasay, Metro Manila","Barangay 183, Pasay, Metro Manila",,True
Sarasota Newport,,,"Newport City, Pasay",False
Sarasota Residential Resort,"Pasay, Metro Manila","Malate, Manila, Metro Manila",,False
Satori Residences,"Pasig, Metro Manila","Santolan, Pasig, Metro Manila",,True
Savoy Hotel Manila,,,"Newport City, Pasay",False
Sea Residences,,,"Pasay, Metro Manila",False
Sea Residences SMDC,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila",,True
Sea Residences Tower A,"Pasay, Metro Manila","Barangay 97, Pasay, Metro Manila",,True
Seibu Tower,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
Senta,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
Sentrove at Cloverleaf,"Quezon City, Metro Manila","Balingasa, Quezon City, Metro Manila","Balintawak, Caloocan",True
Sequoia at Two Serendra,,,"Fort Bonifacio, Taguig",False
Serenity Suites,"Makati, Metro Manila","Poblacion, Makati, Metro Manila",,True
Seville Residences,"Quezon City, Metro Manila","Bagumbayan, Quezon City, Metro Manila",,True
Shang Residences Wack Wack,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Pleasant Hills, Mandaluyong",True
Shang Residences Wack Wack,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
Shang Residences at Wack Wack,,,"Wack-Wack Greenhills, Mandaluyong",False
Shang Salcedo Place,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
Shang Salcedo Place,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Makati, Metro Manila",True
Shang Summit,,,"Diliman, Quezon City",False
Shang Summit,,,"Katipunan, Quezon City",False
Shang Summit,,,"South Triangle, Quezon City",False
Shangri-La Plaza,,,"Wack-Wack Greenhills, Mandaluyong",False
Shangri-La at The Fort,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila",,True
Shaw Residenza,,,"Pleasant Hills, Mandaluyong",False
Shell Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay, Metro Manila",True
Sheridan Towers,"Mandaluyong, Metro Manila","Buayang Bato, Mandaluyong, Metro Manila","Buayang Bato, Mandaluyong",True
Sheridan Towers,"Mandaluyong, Metro Manila","Buayang Bato, Mandaluyong, Metro Manila","Pineda, Pasig",True
Sheridan Towers,"Mandaluyong, Metro Manila","Buayang Bato, Mandaluyong, Metro Manila","Kapitolyo, Pasig",True
Shine Residences,"Pasig, Metro Manila","Ugong, Pasig, Metro Manila",,True
Shore 2 Residences,"Pasay, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",False
Shore 2 Residences,"Pasay, Metro Manila","Malate, Manila, Metro Manila","MOA, Pasay",False
Shore 2 Residences,"Pasay, Metro Manila","Malate, Manila, Metro Manila","Macapagal Boulevard, Pasay",False
Shore 2 Residences,"Pasay, Metro Manila","Malate, Manila, Metro Manila","Pasay, Metro Manila",False
Shore 3 Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","MOA, Pasay",True
Shore 3 Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay, Metro Manila",True
Shore 3 Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay Rotonda, Pasay",True
Shore Residences,"Pasay, Metro Manila","Barangay 76, Pasay, Metro Manila","Pasay, Metro Manila",True
Siena Park Residences,"Parañaque, Metro Manila","Sun Valley, Parañaque, Metro Manila","Sun Valley, Parañaque",True
Siena Tower,"Pasay, Metro Manila","Marikina, Metro Manila","Marikina, Metro Manila",False
Siena Towers,,,"Santo Niño, Marikina",False
Signa Designer Residences,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
Six Senses,"Pasay, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",False
Six Senses Residences,,,"Pasay, Metro Manila",False
Sky Arts Manila,,,"Malate, Manila",False
Sky Villas,"Quezon City, Metro Manila","Kaunlaran, Quezon City, Metro Manila","New Manila, Quezon City",True
SkyVillas at One Balete,,,"Horseshoe, Quezon City",False
SkyVillas at One Balete,,,"Kaunlaran, Quezon City",False
Skyland Plaza,,,"San Antonio, Makati",False
Skyline Premiere at One Balete,,,"Cubao, Quezon City",False
Skyline Premiere at One Balete,,,"Kaunlaran, Quezon City",False
Skyway Twin Towers,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
Sofia Bellevue,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila",,True
Soho Central,"Mandaluyong, Metro Manila","Highway Hills, Mandaluyong, Metro Manila","Highway Hills, Mandaluyong",True
Soho Central,"Mandaluyong, Metro Manila","Highway Hills, Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
Solano Hills,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila",,True
Solano Hills Sucat,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Sucat, Muntinlupa",True
SoleMare Parksuites,,,"Baclaran, Parañaque",False
SoleMare Parksuites,,,"Tambo, Parañaque",False
Solemare Parksuites,"Parañaque, Metro Manila","Metro Manila, Parañaque, Baclaran",,False
Solemare Parksuites Phase 2,"Parañaque, Metro Manila","Don Bosco, Parañaque, Metro Manila","Parañaque, Metro Manila",True
Solemare Parksuites Phase One,"Parañaque, Metro Manila","Metro Manila, Parañaque",,False
Solstice Towers,,,"Makati, Metro Manila",False
Solstice at Circuit Makati,"Makati, Metro Manila","Carmona, Makati, Metro Manila","Makati, Metro Manila",True
Sonata Private Residences,"Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
Sonata Private Residences,"Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila","Ortigas CBD, Pasig",True
Sonora Garden Residences,,,"Las Piñas, Metro Manila",False
Sonora Garden Residences,,,"Talon Tres, Las Piñas",False
Sonria,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila",,True
Sorrel Residences,"Quezon City, Metro Manila","Manila, Metro Manila","Sampaloc, Manila",False
Sorrento Oasis,"Pasig, Metro Manila","Rosario, Pasig, Metro Manila",,True
South 2 Residences,"Las Piñas, Metro Manila","Almanza Uno, Las Piñas, Metro Manila","Las Piñas, Metro Manila",True
South 2 Residences,"Las Piñas, Metro Manila","Almanza Uno, Las Piñas, Metro Manila","Almanza Uno, Las Piñas",True
South Beach Place,"Parañaque, Metro Manila","Tambo, Parañaque, Metro Manila",,True
South Insula,"Quezon City, Metro Manila","Sacred Heart, Quezon City, Metro Manila",,True
South Residences,"Las Piñas, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Las Piñas, Metro Manila",True
South Residences,"Las Piñas, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Talon Dos, Las Piñas",True
South Residences,"Las Piñas, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Almanza Uno, Las Piñas",True
South Residences,"Las Piñas, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Almanza Dos, Las Piñas",True
South of Market,,,"Fort Bonifacio, Taguig",False
South of Market Private Residences (SOMA),"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
Southkey Place,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Alabang, Muntinlupa",True
Space Taft,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
Spazio Bernardo West Villas,"Quezon City, Metro Manila","Gulod, Quezon City, Metro Manila",,True
Spring Residences,,,"Don Bosco, Parañaque",False
Spring Residences,,,"Sun Valley, Parañaque",False
St. Francis Shangri-La Place,,,"Wack-Wack Greenhills, Mandaluyong",False
St. Francis Shangri-La Place,,,"Ortigas CBD, Pasig",False
St. Francis Shangri-La Place,,,"Shaw Boulevard, Mandaluyong",False
St. Mark Residences,,,"Pinagsama, Taguig",False
St. Mark Residences,,,"McKinley Hill, Taguig",False
St. Moritz Private Estate,,,"Makati, Metro Manila",False
St. Moritz Private Estate,,,"Taguig, Metro Manila",False
St. Moritz Private Estate,,,"Fort Bonifacio, Taguig",False
St. Moritz Private Estate,,,"McKinley Hill, Taguig",False
Stamford Executive Residences,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Makati, Metro Manila",True
Stamford Executive Residences,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
Stamford Executive Residences,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","McKinley Hill, Taguig",True
Stellar Place,"Quezon City, Metro Manila","Bahay Toro, Quezon City, Metro Manila",,True
Strata Suites Condominium,,,"Santa Lucia, San Juan",False
Studio 7,"Quezon City, Metro Manila","South Triangle, Quezon City, Metro Manila","Diliman, Quezon City",True
Studio A,"Quezon City, Metro Manila","Loyola Heights, Quezon City, Metro Manila","Loyola Heights, Quezon City",True
Studio City,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Muntinlupa, Metro Manila",True
Studio City,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Alabang, Muntinlupa",True
Studio N,,,"Alabang, Muntinlupa",False
Studio One,,,"Muntinlupa, Metro Manila",False
Studio One,,,"Alabang, Muntinlupa",False
Studio Zen,"Pasay, Metro Manila","Barangay 33, Pasay, Metro Manila",,True
Studio Zen Taft,"Pasay, Metro Manila","Malate, Manila, Metro Manila",,False
Sun Residences,"Quezon City, Metro Manila","Salvacion, Quezon City, Metro Manila","Santa Teresita, Quezon City",True
Sun Residences,"Quezon City, Metro Manila","Salvacion, Quezon City, Metro Manila","La Loma, Quezon City",True
Sunny Ridge Residences,,,"Namayan, Mandaluyong",False
Sunny Villas,"Quezon City, Metro Manila","Gulod, Quezon City, Metro Manila","Fairview, Quezon City",True
Sunset View Towers,,,"Pasay, Metro Manila",False
Sunshine 100 City Plaza,"Mandaluyong, Metro Manila","Buayang Bato, Mandaluyong, Metro Manila","Buayang Bato, Mandaluyong",True
Suntrust Asmara,"Quezon City, Metro Manila","Damayang Lagi, Quezon City, Metro Manila",,True
