REGION,INSTITUTION_NAME,INSTITUTION_TYPE,PROVINCE,MUNICIPALITY_CITY,FULL_ADDRESS,cleaned_query,fallback_query,lat,lon,geocode_provider,formatted_address,quality_note
13 - Nat. Capital Region,Olivarez College,Private,Metro Manila,Parañaque,"Olivarez College, Parañaque, Metro Manila, Philippines",olivarez college paranaque metro manila philippines,"Olivarez College, Parañaque, Metro Manila, Philippines, Metro Manila, Philippines",14.4788387,120.9962295,google,"Dr Arcadio Santos Ave, Parañaque, 1700 Metro Manila, Philippines",FALLBACK_FULL|GEOMETRIC_CENTER
13 - Nat. Capital Region,Our Lady of Fatima University-Valenzuela,Private,Metro Manila,Valenzuela,"Our Lady of Fatima University-Valenzuela, Valenzuela, Metro Manila, Philippines",our lady of fatima university-valenzuela valenzuela metro manila philippines,"Our Lady of Fatima University-Valenzuela, Valenzuela, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Our Lady of Lourdes College,Private,Metro Manila,Valenzuela,"Our Lady of Lourdes College, Valenzuela, Metro Manila, Philippines",our lady of lourdes college valenzuela metro manila philippines,,14.6876379,120.9977856,google,"5031 Gen. T. de Leon, Valenzuela, 1442 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Our Lady of the Angels Seminary,Private,Metro Manila,Quezon City,"Our Lady of the Angels Seminary, Quezon City, Metro Manila, Philippines",our lady of the angels seminary quezon city metro manila philippines,,14.6981051,121.0384206,google,"1116 Seminary Rd, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,PACE Graduate School of Christian Education,Private,Metro Manila,Quezon City,"PACE Graduate School of Christian Education, Quezon City, Metro Manila, Philippines",pace graduate school of christian education quezon city metro manila philippines,"PACE Graduate School of Christian Education, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Maynila,LUC,Metro Manila,Manila,"Pamantasan ng Lungsod ng Maynila, Manila, Metro Manila, Philippines",pamantasan ng lungsod ng maynila manila metro manila philippines,,14.58679,120.9761774,google,"General Luna, corner Muralla St, Intramuros, Manila, 1002 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,City University of Pasay,LUC,Metro Manila,Pasay,"City University of Pasay, Pasay, Metro Manila, Philippines",city university of pasay pasay metro manila philippines,,14.544356,120.995515,google,"GXVW+P6R, Pasadena, Pasay City, 1702 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,University of Makati,LUC,Metro Manila,Taguig,"University of Makati, Taguig, Metro Manila, Philippines",university of makati taguig metro manila philippines,,14.5633428,121.0565387,google,"Dr Jose P. Rizal Ext, West Rembo, Makati City, 1644 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Pasig Catholic College,Private,Metro Manila,Pasig,"Pasig Catholic College, Pasig, Metro Manila, Philippines",pasig catholic college pasig metro manila philippines,,14.5600259,121.0767141,google,"Plaza Rizal, Justice Ramon Jabson, Pasig, 1600 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,PATTS College of Aeronautics,Private,Metro Manila,Parañaque,"PATTS College of Aeronautics, Parañaque, Metro Manila, Philippines",patts college of aeronautics paranaque metro manila philippines,,14.4746333,121.006275,google,"F2F4+VG2, Lombos St, Parañaque, 1700 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Perpetual Help College of Manila,Private,Metro Manila,Manila,"Perpetual Help College of Manila, Manila, Metro Manila, Philippines",perpetual help college of manila manila metro manila philippines,,14.6126069,120.9879594,google,"1240 Concepcion St, Sampaloc, Manila, 1008 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,University of Perpetual Help System Dalta,Private,Metro Manila,Las Piñas,"University of Perpetual Help System Dalta, Las Piñas, Metro Manila, Philippines",university of perpetual help system dalta las pinas metro manila philippines,,14.4507963,120.985415,google,"Alabang–Zapote Rd, Las Piñas, 1740 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Philippine Dominican Center of Institutional Studies,Private,Metro Manila,Quezon City,"Philippine Dominican Center of Institutional Studies, Quezon City, Metro Manila, Philippines",philippine dominican center of institutional studies quezon city metro manila philippines,,14.6255708,121.0096618,google,"J2G5+6VF, Biak na Bato, Quezon City, Kalakhang Maynila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Philippine Christian University,Private,Metro Manila,Manila,"Philippine Christian University, Manila, Metro Manila, Philippines",philippine christian university manila metro manila philippines,,14.5760244,120.9886873,google,"1648 Taft Ave, Malate, Manila, 1004 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Philippine College of Criminology,Private,Metro Manila,Manila,"Philippine College of Criminology, Manila, Metro Manila, Philippines",philippine college of criminology manila metro manila philippines,,14.60159,120.982942,google,"641 Sales St, Quiapo, Manila, 1001 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Philippine College of Health Sciences,Private,Metro Manila,Manila,"Philippine College of Health Sciences, Manila, Metro Manila, Philippines",philippine college of health sciences manila metro manila philippines,,14.6031808,120.9854244,google,"1813 Recto Ave, Sampaloc, Manila, 1008 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,St. Louis College-Valenzuela,Private,Metro Manila,Valenzuela,"St. Louis College-Valenzuela, Valenzuela, Metro Manila, Philippines",street. louis college-valenzuela valenzuela metro manila philippines,"St. Louis College-Valenzuela, Valenzuela, Metro Manila, Philippines, Metro Manila, Philippines",14.696151,120.9715312,google,"1443 Maysan Rd, Valenzuela, Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Philippine Law School,Private,Metro Manila,,,metro manila philippines,,,,,,
13 - Nat. Capital Region,Philippine Merchant Marine School-Manila,Private,Metro Manila,Manila,"Philippine Merchant Marine School-Manila, Manila, Metro Manila, Philippines",philippine merchant marine school-manila manila metro manila philippines,,14.6067306,120.9819275,google,"1571 Lope de Vega St, Santa Cruz, Manila, 1000 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Philippine Merchant Marine School-Las Piñas,Private,Metro Manila,Las Piñas,"Philippine Merchant Marine School-Las Piñas, Las Piñas, Metro Manila, Philippines",philippine merchant marine school-las pinas las pinas metro manila philippines,,14.4375726,121.0035215,google,"C2Q3+2CC, Valley Road, Las Piñas, 1747 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Philippine Normal University-Main,SUC,Metro Manila,Manila,"Philippine Normal University-Main, Manila, Metro Manila, Philippines",philippine normal university-main manila metro manila philippines,"Philippine Normal University-Main, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Philippine School of Business Administration-Quezon City,Private,Metro Manila,Quezon City,"Philippine School of Business Administration-Quezon City, Quezon City, Metro Manila, Philippines",philippine school of business administration-quezon city quezon city metro manila philippines,,14.6295681,121.0731431,google,"1029, J3HF+Q6R, Aurora Blvd, Quezon City, Kalakhang Maynila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Philippine School of Business Administration-Manila,Private,Metro Manila,Manila,"Philippine School of Business Administration-Manila, Manila, Metro Manila, Philippines",philippine school of business administration-manila manila metro manila philippines,"Philippine School of Business Administration-Manila, Manila, Metro Manila, Philippines, Metro Manila, Philippines",14.6295681,121.0731431,google,"1029, J3HF+Q6R, Aurora Blvd, Quezon City, Kalakhang Maynila, Philippines",FALLBACK_FULL|GEOMETRIC_CENTER
13 - Nat. Capital Region,Philippine State College of Aeronautics-Main,SUC,Metro Manila,Pasay,"Philippine State College of Aeronautics-Main, Pasay, Metro Manila, Philippines",philippine state college of aeronautics-main pasay metro manila philippines,"Philippine State College of Aeronautics-Main, Pasay, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,The Philippine Women's University-Manila,Private,Metro Manila,Manila,"The Philippine Women's University-Manila, Manila, Metro Manila, Philippines",the philippine women's university-manila manila metro manila philippines,"The Philippine Women's University-Manila, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,PHILSIN College Foundation,Private,Metro Manila,Manila,"PHILSIN College Foundation, Manila, Metro Manila, Philippines",philsin college foundation manila metro manila philippines,,14.6017565,121.0029375,google,"3153 R. Magsaysay Blvd Sta. Mesa, 628, Manila, 1016 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,PMI Colleges-Manila,Private,Metro Manila,Manila,"PMI Colleges-Manila, Manila, Metro Manila, Philippines",pmi colleges-manila manila metro manila philippines,,14.5996494,120.9785156,google,"419 Burke St, Binondo, Manila, 1006 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,PMI Colleges-Quezon City,Private,Metro Manila,Quezon City,"PMI Colleges-Quezon City, Quezon City, Metro Manila, Philippines",pmi colleges-quezon city quezon city metro manila philippines,,14.6341129,121.0177614,google,"73 Fernando Poe Jr. Ave, Quezon City, 1104 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Polytechnic University of the Philippines,SUC,Metro Manila,Manila,"Polytechnic University of the Philippines, Manila, Metro Manila, Philippines",polytechnic university of the philippines manila metro manila philippines,"Polytechnic University of the Philippines, Manila, Metro Manila, Philippines, Metro Manila, Philippines",14.5979292,121.0107556,google,"1016 Anonas, Santa Mesa, Manila, Kalakhang Maynila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Polytechnic University of the Philippines-San Juan Campus,SUC,Metro Manila,San Juan,"Polytechnic University of the Philippines-San Juan Campus, San Juan, Metro Manila, Philippines",polytechnic university of the philippines-san juan campus san juan metro manila philippines,"Polytechnic University of the Philippines-San Juan Campus, San Juan, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Polytechnic University of the Philippines-Parañaque Campus,SUC,Metro Manila,Parañaque,"Polytechnic University of the Philippines-Parañaque Campus, Parañaque, Metro Manila, Philippines",polytechnic university of the philippines-paranaque campus paranaque metro manila philippines,"Polytechnic University of the Philippines-Parañaque Campus, Parañaque, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Polytechnic University of the Philippines-Taguig,SUC,Metro Manila,Taguig,"Polytechnic University of the Philippines-Taguig, Taguig, Metro Manila, Philippines",polytechnic university of the philippines-taguig taguig metro manila philippines,,14.4887593,121.0511705,google,"F3Q2+GF3, General Santos Ave, Taguig, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,World Citi Colleges-Quezon City,Private,Metro Manila,Quezon City,"World Citi Colleges-Quezon City, Quezon City, Metro Manila, Philippines",world citi colleges-quezon city quezon city metro manila philippines,,14.6269571,121.0636527,google,"960 Aurora Blvd, Bagong Buhay, Quezon City, 1109 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Makati Medical Center College,Private,Metro Manila,Makati,"Makati Medical Center College, Makati, Metro Manila, Philippines",makati medical center college makati metro manila philippines,,14.5661746,121.0131046,google,"1061 Metropolitan Ave, Village, Makati City, 1229 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Republican College,Private,Metro Manila,Quezon City,"Republican College, Quezon City, Metro Manila, Philippines",republican college quezon city metro manila philippines,,14.6159172,121.0636975,google,"42 18th Ave, Cubao, Quezon City, 1109 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Rizal Technological University,SUC,Metro Manila,Mandaluyong,"Rizal Technological University, Mandaluyong, Metro Manila, Philippines",rizal technological university mandaluyong metro manila philippines,,14.57459,121.042304,google,"Boni Ave, Mandaluyong City, 1550 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Roosevelt College-Marikina,Private,Metro Manila,Marikina,"Roosevelt College-Marikina, Marikina, Metro Manila, Philippines",roosevelt college-marikina marikina metro manila philippines,,14.6486812,121.0984813,google,"504 J. P. Rizal St, Marikina, 1800 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Saint Francis of Assisi College,Private,Metro Manila,Las Piñas,"Saint Francis of Assisi College, Las Piñas, Metro Manila, Philippines",saint francis of assisi college las pinas metro manila philippines,,14.4440024,121.0005121,google,"045 Admiral, Las Piñas, 1740 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,St. Joseph's College of Quezon City,Private,Metro Manila,Quezon City,"St. Joseph's College of Quezon City, Quezon City, Metro Manila, Philippines",street. joseph's college of quezon city quezon city metro manila philippines,"St. Joseph's College of Quezon City, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.6224948,121.0254866,google,"295, 1102 E Rodriguez Sr. Ave, Quezon City, 1112 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,St. Jude College,Private,Metro Manila,Manila,"St. Jude College, Manila, Metro Manila, Philippines",street. jude college manila metro manila philippines,"St. Jude College, Manila, Metro Manila, Philippines, Metro Manila, Philippines",14.6159141,120.9892979,google,"JX8Q+7Q5 Dimasalang cor, 1353 Don Quijote St, Sampaloc, Manila, 1008 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,St. Paul University-Manila,Private,Metro Manila,Manila,"St. Paul University-Manila, Manila, Metro Manila, Philippines",street. paul university-manila manila metro manila philippines,"St. Paul University-Manila, Manila, Metro Manila, Philippines, Metro Manila, Philippines",14.5741867,120.986106,google,"680 Pedro Gil St, Malate, Manila, 1004 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,St. Paul University-Quezon City,Private,Metro Manila,Quezon City,"St. Paul University-Quezon City, Quezon City, Metro Manila, Philippines",street. paul university-quezon city quezon city metro manila philippines,"St. Paul University-Quezon City, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.6145399,121.0351226,google,"Mariana, Quezon City, Metro Manila, Philippines",FALLBACK_FULL|GEOMETRIC_CENTER
13 - Nat. Capital Region,Saint Rita College-Manila,Private,Metro Manila,Manila,"Saint Rita College-Manila, Manila, Metro Manila, Philippines",saint rita college-manila manila metro manila philippines,,14.59948,120.98966,google,"74 San Rafael St, Quiapo, Manila, 1001 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,St. Scholastica's College,Private,Metro Manila,Manila,"St. Scholastica's College, Manila, Metro Manila, Philippines",street. scholastica's college manila metro manila philippines,"St. Scholastica's College, Manila, Metro Manila, Philippines, Metro Manila, Philippines",14.5639654,120.996546,google,"2560 Leon Guinto St, Malate, Manila, 1004 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Samson College of Science and Technology-Quezon City,Private,Metro Manila,Quezon City,"Samson College of Science and Technology-Quezon City, Quezon City, Metro Manila, Philippines",samson college of science and technology-quezon city quezon city metro manila philippines,"Samson College of Science and Technology-Quezon City, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,San Beda University,Private,Metro Manila,Manila,"San Beda University, Manila, Metro Manila, Philippines",san beda university manila metro manila philippines,,14.5997811,120.992938,google,"638 Mendiola St, San Miguel, Manila, 1005 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,San Carlos Seminary,Private,Metro Manila,Makati,"San Carlos Seminary, Makati, Metro Manila, Philippines",san carlos seminary makati metro manila philippines,,14.5637515,121.0428964,google,"H27V+G52, Epifanio de los Santos Ave, Makati City, 1211 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,San Juan de Dios Educational Foundation,Private,Metro Manila,Pasay,"San Juan de Dios Educational Foundation, Pasay, Metro Manila, Philippines",san juan de dios educational foundation pasay metro manila philippines,,14.5378892,120.9930321,google,"2774 Roxas Blvd, Pasay City, 1300 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,San Sebastian College-Recoletos,Private,Metro Manila,Manila,"San Sebastian College-Recoletos, Manila, Metro Manila, Philippines",san sebastian college-recoletos manila metro manila philippines,,14.6007856,120.9898838,google,"Recto Ave, Quiapo, Manila, 1001 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Santa Isabel College of Manila,Private,Metro Manila,Manila,"Santa Isabel College of Manila, Manila, Metro Manila, Philippines",santa isabel college of manila manila metro manila philippines,,14.5856083,120.9838713,google,"1004, 210 Taft Ave, Ermita, Manila, 1000 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Siena College,Private,Metro Manila,Quezon City,"Siena College, Quezon City, Metro Manila, Philippines",siena college quezon city metro manila philippines,,14.6386832,121.0042622,google,"Cor 1105, Del Monte Ave, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Southeastern College,Private,Metro Manila,Pasay,"Southeastern College, Pasay, Metro Manila, Philippines",southeastern college pasay metro manila philippines,,14.5504236,120.9992152,google,"328 College Road, Taft Ave, Pasay City, 1300 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Luke's College of Medicine-William H. Quasha Memorial,Private,Metro Manila,Quezon City,"St. Luke's College of Medicine-William H. Quasha Memorial, Quezon City, Metro Manila, Philippines",street. luke's college of medicine-william h. quasha memorial quezon city metro manila philippines,"St. Luke's College of Medicine-William H. Quasha Memorial, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.624009,121.023181,google,"279 E Rodriguez Sr. Ave, Quezon City, 1112 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Stella Maris College,Private,Metro Manila,Quezon City,"Stella Maris College, Quezon City, Metro Manila, Philippines",stella maris college quezon city metro manila philippines,,14.6246803,121.0534246,google,"891 Cambridge, Cubao, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Systems Plus Computer College-Quezon City,Private,Metro Manila,Quezon City,"Systems Plus Computer College-Quezon City, Quezon City, Metro Manila, Philippines",systems plus computer college-quezon city quezon city metro manila philippines,,14.6240624,121.0436065,google,"1707 E Rodriguez Sr. Ave, Cubao, Quezon City, 1109 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Technological Institute of the Philippines-Manila,Private,Metro Manila,Manila,"Technological Institute of the Philippines-Manila, Manila, Metro Manila, Philippines",technological institute of the philippines-manila manila metro manila philippines,,14.595315,120.987977,google,"363 Casal St, Quiapo, Manila, 1001 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Technological Institute of the Philippines-Quezon City,Private,Metro Manila,Quezon City,"Technological Institute of the Philippines-Quezon City, Quezon City, Metro Manila, Philippines",technological institute of the philippines-quezon city quezon city metro manila philippines,,14.6257638,121.0617218,google,"938 Aurora Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Technological University of the Philippines-Manila,SUC,Metro Manila,Manila,"Technological University of the Philippines-Manila, Manila, Metro Manila, Philippines",technological university of the philippines-manila manila metro manila philippines,,14.587079,120.9844868,google,"San Marcelino St, Ayala Blvd, Ermita, Manila, 1000 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Trinity University of Asia,Private,Metro Manila,Quezon City,"Trinity University of Asia, Quezon City, Metro Manila, Philippines",trinity university of asia quezon city metro manila philippines,,14.6214655,121.0219862,google,"Cathedral Heights, 275 E Rodriguez Sr. Ave, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Technological University of the Philippines-Taguig,SUC,Metro Manila,Taguig,"Technological University of the Philippines-Taguig, Taguig, Metro Manila, Philippines",technological university of the philippines-taguig taguig metro manila philippines,,14.587079,120.9844868,google,"San Marcelino St, Ayala Blvd, Ermita, Manila, 1000 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Unciano Colleges and General Hospital,Private,Metro Manila,Manila,"Unciano Colleges and General Hospital, Manila, Metro Manila, Philippines",unciano colleges and general hospital manila metro manila philippines,,14.6006206,121.0162,google,"V.Mapa-Guadalcanal Street, Manila, J228+6FW, Santa Mesa, Manila, Metropolitan Manila First District, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Southeast Asian College,Private,Metro Manila,Quezon City,"Southeast Asian College, Quezon City, Metro Manila, Philippines",southeast asian college quezon city metro manila philippines,,14.7236996,121.0400009,google,"#6 N. Ramirez St., Quezon City Quezon City NCR, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,University of the East-Ramon Magsaysay Memorial Medical Center,Private,Metro Manila,Quezon City,"University of the East-Ramon Magsaysay Memorial Medical Center, Quezon City, Metro Manila, Philippines",university of the east-ramon magsaysay memorial medical center quezon city metro manila philippines,,14.6077032,121.0203762,google,"64 Aurora Blvd, Quezon City, 1113 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,The University of Manila,Private,Metro Manila,Manila,"The University of Manila, Manila, Metro Manila, Philippines",the university of manila manila metro manila philippines,,14.6018224,120.9914994,google,"546 Delos Santos St, 403, Manila, 1008 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,University of Santo Tomas,Private,Metro Manila,Manila,"University of Santo Tomas, Manila, Metro Manila, Philippines",university of santo tomas manila metro manila philippines,,14.6098055,120.9895794,google,"España Blvd, Sampaloc, Manila, 1008 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,University of the East-Manila,Private,Metro Manila,Manila,"University of the East-Manila, Manila, Metro Manila, Philippines",university of the east-manila manila metro manila philippines,,14.6022007,120.9897274,google,"2219 Recto Ave, Sampaloc, Manila, 1008 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,University of the East-Caloocan,Private,Metro Manila,Caloocan,"University of the East-Caloocan, Caloocan, Metro Manila, Philippines",university of the east-caloocan caloocan metro manila philippines,,14.6022007,120.9897274,google,"2219 Recto Ave, Sampaloc, Manila, 1008 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,University of the Philippines-Diliman,SUC,Metro Manila,Quezon City,"University of the Philippines-Diliman, Quezon City, Metro Manila, Philippines",university of the philippines-diliman quezon city metro manila philippines,,14.6538783,121.0684573,google,"M339+H94, Roxas Ave, Diliman, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,University of the Philippines-Manila,SUC,Metro Manila,Manila,"University of the Philippines-Manila, Manila, Metro Manila, Philippines",university of the philippines-manila manila metro manila philippines,,14.5777477,120.9853666,google,"Zone 72, 670 Padre Faura St, Ermita, Manila, 1000 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Angelicum College,Private,Metro Manila,Manila,"Angelicum College, Manila, Metro Manila, Philippines",angelicum college manila metro manila philippines,"Angelicum College, Manila, Metro Manila, Philippines, Metro Manila, Philippines",14.6276102,121.0100487,google,"112 Sen. Mariano J. Cuenco, Santa Mesa Heights, Quezon City, Kalakhang Maynila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Universidad de Manila,LUC,Metro Manila,Manila,"Universidad de Manila, Manila, Metro Manila, Philippines",universidad de manila manila metro manila philippines,,14.5915659,120.9815705,google,"HXRJ+QJX, 659-A Cecilia Muñoz St, Ermita, Manila, 1000 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Don Bosco Center of Studies,Private,Metro Manila,Parañaque,"Don Bosco Center of Studies, Parañaque, Metro Manila, Philippines",don bosco center of studies paranaque metro manila philippines,,14.4784703,121.0272822,google,"Michael Rua St., Better Living Subdivision, Parañaque, 1711 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,IETI College-Alabang,Private,Metro Manila,Muntinlupa,"IETI College-Alabang, Muntinlupa, Metro Manila, Philippines",ieti college-alabang muntinlupa metro manila philippines,,14.4181147,121.0459557,google,"Starmall Alabang Building, Starmall Starmall Service Road, Muntinlupa, 1780 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Our Lady of Perpetual 2cor College,Private,Metro Manila,Marikina,"Our Lady of Perpetual 2cor College, Marikina, Metro Manila, Philippines",our lady of perpetual 2cor college marikina metro manila philippines,"Our Lady of Perpetual 2cor College, Marikina, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,San Beda College-Alabang,Private,Metro Manila,Muntinlupa,"San Beda College-Alabang, Muntinlupa, Metro Manila, Philippines",san beda college-alabang muntinlupa metro manila philippines,,14.4330885,121.0255363,google,"8 Don Manolo Blvd, Muntinlupa, 1770 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,St. Dominic Savio College,Private,Metro Manila,Caloocan,"St. Dominic Savio College, Caloocan, Metro Manila, Philippines",street. dominic savio college caloocan metro manila philippines,"St. Dominic Savio College, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",14.761732,121.086409,google,"MT View Homes Pangarap, Blk 1 Lot 6 Quirino Hwy, 186 Tala, Caloocan, 1400 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,St. John Technological College of the Philippines,Private,Metro Manila,Quezon City,"St. John Technological College of the Philippines, Quezon City, Metro Manila, Philippines",street. john technological college of the philippines quezon city metro manila philippines,"St. John Technological College of the Philippines, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.7172639,121.0413488,google,"#29 Jewel St. Forest Hills Subdivision Gulod, Novaliches Quezon City, 1117 Metro Manila, Philippines",FALLBACK_FULL|GEOMETRIC_CENTER
13 - Nat. Capital Region,STI College-Alabang,Private,Metro Manila,Muntinlupa,"STI College-Alabang, Muntinlupa, Metro Manila, Philippines",sti college-alabang muntinlupa metro manila philippines,,14.4196875,121.0469399,google,"Montillano St, Muntinlupa, 1780 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,STI College-Cubao,Private,Metro Manila,Quezon City,"STI College-Cubao, Quezon City, Metro Manila, Philippines",sti college-cubao quezon city metro manila philippines,,14.6163908,121.0540568,google,"J383+HJ3, P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,STI College-Shaw,Private,Metro Manila,Manila,"STI College-Shaw, Manila, Metro Manila, Philippines",sti college-shaw manila metro manila philippines,"STI College-Shaw, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,STI College-Global City,Private,Metro Manila,Taguig,"STI College-Global City, Taguig, Metro Manila, Philippines",sti college-global city taguig metro manila philippines,,14.55235,121.0560769,google,"STI Academic Center, University Pkwy, Makati City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,STI College-Caloocan,Private,Metro Manila,Caloocan,"STI College-Caloocan, Caloocan, Metro Manila, Philippines",sti college-caloocan caloocan metro manila philippines,,14.6514365,120.9828265,google,"214 Macario Asistio Sr, Street, Caloocan, 1400 Kalakhang Maynila, Philippines",CLEANED|ROOFTOP
