city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
paranaque,5,pet friendly ready for occupancy rent to own condominium in pasay two bedroom,"𝗣𝗔𝗟𝗠 𝗕𝗘𝗔𝗖𝗛 𝗪𝗘𝗦𝗧
Enjoy 35% - 40% Discount on all Units.
Met Park, Macapagal Blvd. Bay Area, Pasay City
- 𝗘𝗮𝗿𝗹𝘆 𝗠𝗼𝘃𝗲 𝗶𝗻 𝗮𝘀 𝗹𝗼𝘄 𝗮𝘀 𝟱% 𝗗𝗼𝘄𝗻𝗽𝗮𝘆𝗺𝗲𝗻𝘁
- RENT TO OWN
Pet Friendly Community 
𝗡𝗘𝗔𝗥𝗕𝗬 𝗔𝗥𝗘𝗔𝗦:
- Blue Bay Walk
- MetLive
- SM Mall of Asia
- Ayala Mall Manila Bay
- Solaire
- City of Dreams
- Okada
𝗔𝗩𝗔𝗜𝗟𝗔𝗕𝗟𝗘 𝗨𝗡𝗜𝗧𝗦:
1 Bedroom | 42sqm 
2 Bedroom | 38.70sqm 
2 Bedroom | 52sqm 
3 Bedroom | 87.40sqm
𝗢𝘁𝗵𝗲𝗿 𝗣𝗿𝗼𝗷𝗲𝗰𝘁𝘀:
BGC, Makati, Mandaluyong, Manila, Ortigas, Cavite, Cebua, Laguna, Pasig, Marikina, Quezon City, San Juan, Taguig, Etc
For inquiries / Site Viewing / Reservation / Contact me: 
#PalmBeachWest #FederalLand #HorizonLand #MetPark #RenttoownCondo #BayArea #RenttoOwn #investment #condominium #realeastate #FederalLand #HorizonLand #MetPark #RenttoownCondo #BayArea",,,,39 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,6 May 2025,Kristine Joy Pascua
paranaque,5,pet friendly for sale condo in pasay rent to own two bedroom with balcony,"Located Metropolitan Park, Diosdado Macapagal Blvd, Pasay,
PET FRIENDLY
The payment term for Lease to Own 4 Months Security Deposit and 1 Month Advance/20% Payable in 38 Months/ 80% Balance, Lumpsum Move-In with 2 Weeks Cash Out 4 Months and 1 Month Advance Deposit: Php 186,888.00  (TO MOVE IN)
Monthly Lease: Php 37,426.58 (38 Months) 

 #TytanaCollege #macapagal #DoubleDragon #BayArea #metropark #RoxasBlvd #ManilaHotel #Mallofasia #solaire #aseana #bayarea #condominiumforsale #realestateinvestment Requirements to Purchase - 2 VALID ID’S (Tin id) - Forms form 


Property Specialist Federal Land Inc. #ofwPropertyInvestment #FederalLand #HorizonLand #federallandph #realestate #preselling #readyforoccupancy #KeepingYouInMind #grandhyattresidences #micasa #fourseasonriviera #theseasonsresidences #palmbeach #theestate #quantumresidences #thegrandmidoriortigas #thecapitaltowers #centralparkwest #qccondo #parkwest #parkavenue #timesquarewest #valenciahills #QuezonCity #peninsulagardenmidtownhomes #condophilippines #condoph #propertyinvestment #metromanila #BuildBuildBuild #condoinvestment #RentalInvestment #condoInPasay",,,,41 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,6 May 2025,Kristine Joy Pascua
paranaque,5,Pasay condominium Ready for occupancy  two bedrooms ondo in pasay ready of occupancy near double dragon pasay city tytana college metropark pasay,"PALM BEACH VILLAS RENT TO OWN 
 Metropolitan Park, Diosdado Macapagal Blvd, Pasay,
PET FRIENDLY
The payment term for Lease to Own 4 Months Security Deposit and 1 Month Advance/20% Payable in 38 Months/ 80% Balance, Lumpsum Move-In with 2 Weeks Cash Out 4 Months and 1 Month Advance Deposit: Php 186,888.00  (TO MOVE IN)
Monthly Lease: Php 37,426.58 (38 Months) 

 Wise Location
- High Rental Value
-Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library

NEAR:
#MallOfAsia
#tytanaCollege
#METLIVE
#BLUEBAYWALK
#DOUBLEDRAGON
#ROBINSONMALL
pet friendly ready for occupancy rent to own condominium in pasay two bedroom
for sale two bedroom condominium in pasay rent to own
rent to own condo in pasay two bedroom PET FRIENDLY		
two bedroom for sale condominium in pasay with balcony
for sale condo in pasay rent to own two bedroom with balcony
two bedroom with balcony for sale in pasay w
pet friendly for sale condo in pasay rent to own two bedroom",,,,39 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,6 May 2025,Kristine Joy Pascua
paranaque,6,Pasay condominium Ready for occupancy  two bedrooms condo in pasay near double dragon mall of asia snr asiana pasay,"PALM BEACH VILLAS RENT TO OWN 
 Metropolitan Park, Diosdado Macapagal Blvd, Pasay,
PET FRIENDLY
The payment term for Lease to Own 4 Months Security Deposit and 1 Month Advance/20% Payable in 38 Months/ 80% Balance, Lumpsum Move-In with 2 Weeks Cash Out 4 Months and 1 Month Advance Deposit: Php 186,888.00  (TO MOVE IN)
Monthly Lease: Php 37,426.58 (38 Months) 

 Wise Location
- High Rental Value
-Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library

NEAR:
#MallOfAsia
#tytanaCollege
#METLIVE
#BLUEBAYWALK
#DOUBLEDRAGON
#ROBINSONMALL
pet friendly ready for occupancy rent to own condominium in pasay two bedroom
for sale two bedroom condominium in pasay rent to own
rent to own condo in pasay two bedroom PET FRIENDLY		
two bedroom for sale condominium in pasay with balcony
for sale condo in pasay rent to own two bedroom with balcony
two bedroom with balcony for sale in pasay w
pet friendly for sale condo in pasay rent to own two bedroom",,,,38 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,6 May 2025,Kristine Joy Pascua
paranaque,6,Pasay condominium Ready for occupancy  two bedrooms condo in pasay macapgal moa roxas blvd,"PALM BEACH VILLAS RENT TO OWN 
 Metropolitan Park, Diosdado Macapagal Blvd, Pasay,
PET FRIENDLY
The payment term for Lease to Own 4 Months Security Deposit and 1 Month Advance/20% Payable in 38 Months/ 80% Balance, Lumpsum Move-In with 2 Weeks Cash Out 4 Months and 1 Month Advance Deposit: Php 186,888.00  (TO MOVE IN)
Monthly Lease: Php 37,426.58 (38 Months) 

 Wise Location
- High Rental Value
-Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library

NEAR:
#MallOfAsia
#tytanaCollege
#METLIVE
#BLUEBAYWALK
#DOUBLEDRAGON
#ROBINSONMALL
pet friendly ready for occupancy rent to own condominium in pasay two bedroom
for sale two bedroom condominium in pasay rent to own
rent to own condo in pasay two bedroom PET FRIENDLY		
two bedroom for sale condominium in pasay with balcony
for sale condo in pasay rent to own two bedroom with balcony
two bedroom with balcony for sale in pasay w
pet friendly for sale condo in pasay rent to own two bedroom",,,,39 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,6 May 2025,Kristine Joy Pascua
paranaque,6,"Spacious 2-Bedroom Unit with Balcony in Bloom Residences, Sucat Parañaque","For Sale: 2-Bedroom with Balcony in SMDC Bloom Residences, Sucat, Parañaque | Pre-Selling Promo

Location: Bloom Residences, Sucat, Parañaque

Discover the comfort and convenience of modern city living in SMDC Bloom Residences, a master-planned community strategically located in Sucat, Parañaque. Designed for both comfort and accessibility, this development is ideal for families, professionals, and investors looking for a solid property investment in the South of Metro Manila.

Promo Offer:


  Pre-selling units available

  No spot down payment or 15% discount with spot DP

  2-bedroom units with balcony


Prime Location:


  10 minutes from NAIA Airport

  Near Alabang and Alabang Town Center

  Close to Mall of Asia, Taguig, and Makati


Features:


  Elevators

  24-hour security

  Fire alarm system

  Mailroom

  Standby generator set

  CCTV system

  Water tank

  WiFi-ready common areas


Amenities:


  Jogging and biking trails

  Open space for yoga

  Basketball and volleyball courts

  Multiple swimming pools

  Children's playground

  Pocket gardens and landscaped areas

  Clubhouse and multi-purpose room


Reservation Requirements:


  Passport copy or two valid government-issued IDs

  Signed reservation form

  Reservation fee: PHP 30,000


Secure your unit today and start your investment journey with SMDC Bloom Residences.",,,,32 sqm,"₱ 4,600,000","San Antonio, Parañaque",2 bedrooms,1 bathroom,15,Partly furnished,Condo,For Sale,,,,,4 May 2025,Mhelreen-Joy De Luna
paranaque,6,2 Bedroom Condo Ready for Occupancy in Paranaque City Near Airport,,The Atherton,The Atherton,,54 sqm,"₱ 6,128,000","San Antonio, Parañaque",2 bedrooms,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/the-atherton/,3 May 2025,Annaliza Reyes
paranaque,6,10k Monthly 1 Bedroom Condo Unit in Paranaque City - Ready for Occupancy,,Calathea Place,Calathea Place,,31 sqm,"₱ 4,142,000","San Antonio, Parañaque",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/calathea-place/,3 May 2025,Annaliza Reyes
paranaque,6,10K Monthly Promo 1 Bedroom Condo Unit in Paranaque City Near SM Bf Paranaque,,Calathea Place,Calathea Place,,31 sqm,"₱ 3,998,000","San Antonio, Parañaque",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/calathea-place/,3 May 2025,Annaliza Reyes
paranaque,6,SALE 10K Monthy 1 Bedroom Condo Unit in Paranaque City Near Airport,,Calathea Place,Calathea Place,,31 sqm,"₱ 4,108,000","San Antonio, Parañaque",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/calathea-place/,3 May 2025,Annaliza Reyes
paranaque,6,Rent to own condo in pasay near met live double dragon pasay,"PALM BEACH VILLAS RENT TO OWN 
 Metropolitan Park, Diosdado Macapagal Blvd, Pasay,
PET FRIENDLY
The payment term for Lease to Own 4 Months Security Deposit and 1 Month Advance/20% Payable in 38 Months/ 80% Balance, Lumpsum Move-In with 2 Weeks Cash Out 4 Months and 1 Month Advance Deposit: Php 186,888.00  (TO MOVE IN)
Monthly Lease: Php 37,426.58 (38 Months) 

 Wise Location
- High Rental Value
-Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library

NEAR:
#MallOfAsia
#tytanaCollege
#METLIVE
#BLUEBAYWALK
#DOUBLEDRAGON
#ROBINSONMALL
pet friendly ready for occupancy rent to own condominium in pasay two bedroom
for sale two bedroom condominium in pasay rent to own
rent to own condo in pasay two bedroom PET FRIENDLY		
two bedroom for sale condominium in pasay with balcony
for sale condo in pasay rent to own two bedroom with balcony
two bedroom with balcony for sale in pasay w
pet friendly for sale condo in pasay rent to own two bedroom",,,,40 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,2 May 2025,Kristine Joy Pascua
paranaque,6,brand new pasay condominium for sale near okada solaire mall of asia pasay mall of asia roxas macapagal blvd pasay,"Palm Beach West 2BEDROOM 38.5SQM Two bedroom Rent to own condo in pasay pm me now. 
actual unit posted Hurry Now few units left 37K monthly Just pay 4mos.deposit and 1 month advance a total amount of 170,000 you can already move in as early as 10 days.
 Palm Beach West CONDOMINIUM RENT TO OWN PAYMENT SCHEME 

reserved now and get A chance to have appliances Freebie Upon Move in 
PET FRIENDLY
Perpetual Ownership 4 mos deposit 1 month advance Move In 
Wise Location High 
Rental Value Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library NEAR: #Salcedo 
#macapagal #seaside #bayarea#solaire #Asiena #doubledrogon #MOA #mallofasia #baygarden #palmbeachwest #sixsenses #cityofdreams #matreobankavue #roxasblvd
for sale two bedroom with balcony condo in pasay rent to own
rent to own condominium in pasay two bedroom with balcony
two bedroom condo in pasay rent to own PET FRIENDLY
ready for occupancy condo in pasay two bedroom
two bedroom condo in pasay for sale rent to own
rent to own condo in pasay two bedroom with balcony
pet friendly condo in pasay rent to own two bedrom",,,,41 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,2 May 2025,Kristine Joy Pascua
paranaque,6,for sale condominium in pasay two bedrooms rent to own,"Palm Beach West 2BEDROOM 38.5SQM Two bedroom Rent to own condo in pasay pm me now. 
actual unit posted Hurry Now few units left 37K monthly Just pay 4mos.deposit and 1 month advance a total amount of 170,000 you can already move in as early as 10 days.
 Palm Beach West CONDOMINIUM RENT TO OWN PAYMENT SCHEME 

reserved now and get A chance to have appliances Freebie Upon Move in 
PET FRIENDLY
Perpetual Ownership 4 mos deposit 1 month advance Move In 
Wise Location High 
Rental Value Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library NEAR: #Salcedo 
#macapagal #seaside #bayarea#solaire #Asiena #doubledrogon #MOA #mallofasia #baygarden #palmbeachwest #sixsenses #cityofdreams #matreobankavue #roxasblvd
for sale two bedroom with balcony condo in pasay rent to own
rent to own condominium in pasay two bedroom with balcony
two bedroom condo in pasay rent to own PET FRIENDLY
ready for occupancy condo in pasay two bedroom
two bedroom condo in pasay for sale rent to own
rent to own condo in pasay two bedroom with balcony
pet friendly condo in pasay rent to own two bedrom",,,,40 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,2 May 2025,Kristine Joy Pascua
paranaque,6,brand new pasay condominium for sale double dragon mall of asia snr asiana pasay,"Palm Beach West 2BEDROOM 38.5SQM Two bedroom Rent to own condo in pasay pm me now. 
actual unit posted Hurry Now few units left 37K monthly Just pay 4mos.deposit and 1 month advance a total amount of 170,000 you can already move in as early as 10 days.
 Palm Beach West CONDOMINIUM RENT TO OWN PAYMENT SCHEME 

reserved now and get A chance to have appliances Freebie Upon Move in 
PET FRIENDLY
Perpetual Ownership 4 mos deposit 1 month advance Move In 
Wise Location High 
Rental Value Amenities Are : Pool , Outdoor Gym , fitness Gym, Billiard Room , Kiddie And Daycare Center ,Conference Room , Function Room, Mini Library NEAR: #Salcedo 
#macapagal #seaside #bayarea#solaire #Asiena #doubledrogon #MOA #mallofasia #baygarden #palmbeachwest #sixsenses #cityofdreams #matreobankavue #roxasblvd
for sale two bedroom with balcony condo in pasay rent to own
rent to own condominium in pasay two bedroom with balcony
two bedroom condo in pasay rent to own PET FRIENDLY
ready for occupancy condo in pasay two bedroom
two bedroom condo in pasay for sale rent to own
rent to own condo in pasay two bedroom with balcony
pet friendly condo in pasay rent to own two bedrom",,,,39 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,2 May 2025,Kristine Joy Pascua
paranaque,6,For Sale: Condo in Azure Urban Resort Residences,"Code: 8S_0796
Subdivision: Azure Urban Resort Residences
Tower: Rio East Tower

Property Details:
Unit Area (SQM): 57.24
Bedrooms: 2
Toilet and Bath: 2
Furnishings: As-Is, Where-Is

Selling Price: ₱ 9,750,000.00 Gross (
Inclusive of CGT, Broker's Fee)

For inquiries and viewing appointments, please contact:  
Brad Zafe
RE/MAX 8
REBL No. 28067 

DISCLAIMER :
The prices listed in this advertisement are subject to change without notice. Please contact the seller or visit their website for the most up-to-date pricing information and availability.",,,,57 sqm,"₱ 9,750,000","Marcelo Green Village, Parañaque",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,,2 May 2025,Brad Zafe
paranaque,6,OAK HARBOR RESIDENCES PARANAQUE 2BR WITH VIEW,"Oak Harbor Residences
Paranaque City

Aston Tower
9th Floor
FA: 97sqm
2 bedrooms
2 bathrooms
with maid's room
with balcony
1 parking slot (add P1,180,000)

P18,430,000",,,,97 sqm,"₱ 18,430,000","Parañaque, Metro Manila",2 bedrooms,3 bathrooms,,Unfurnished,Condo,For Sale,,,,,1 May 2025,Jose Luis G. Singson
paranaque,6,RFO 1 Bedroom Condo in Paranaque Beside Manila Bay,,Oak Harbor Residences,Oak Harbor Residences,,97 sqm,"₱ 20,788,000","Parañaque, Metro Manila",2 bedrooms,1 bathroom,,Fully furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/oak-harbor-residences/,1 May 2025,"Michelle Madarang, REB"
paranaque,6,A Fully Furnished 1 Bedroom Unit For Sale in Amaia Steps Paranaque,There is no such thing as a dull home; each one is special and brings incredible memories. You can take a look out at this beauty by purchasing this amazing Condo unit in Paranaque City. You can inquire here at Housing Interactive and will assist you residing in this property.,,,,35 sqm,"₱ 4,500,000","San Antonio, Parañaque",1 bedroom,1 bathroom,6,Fully furnished,Condo,For Sale,,,,,30 Apr 2025,HousingInteractive Inc.
paranaque,6,Good Deal 2 Bedroom 2BR Unit for Sale in Bayshore 2 Paranaque City,,,,,91 sqm,"₱ 22,000,000","Tambo, Parañaque",2 bedrooms,2 bathrooms,,Unfurnished,Condo,For Sale,,,,,29 Apr 2025,Rhonalyn Sinag
paranaque,6,"Fully-furnished 1-Bedroom 1BR Condo for Sale in Marcelo Green, Parañaque City at Azure Urban Residences Bicutan",,,,,32 sqm,"₱ 4,500,000","Marcelo Green Village, Parañaque",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,,,,,29 Apr 2025,Yvette De Asis
paranaque,6,"For Sale 1BR Airbnb Staycation unit in Azure Urban Resort, Paranaque, Manila | Best Realtor","For Staycation business in Azure Urban Resort, Paranaque, Manila For Sale unit:
Unit Type: 1 Bedroom
Unit Status: Vacant - RFO
Building: Azure Urban Resort Residences
Tower: Positano
Floor level: 17
Floor area: 29.39sqm
Location:  SLEX West Service Road Bicutan Paranaque, Corner D. Soledad Avenue beside SM Bicutan, Parañaque, 1702 Metro Manila

K: WTB, WTL, FOR SALE, CONDO, CONDOMINIUM, UNIT, AFFORDABLE FOR SALE, MANILA, STAYCATION AZURE",Azure Urban Resort Residences Parañaque,Azure Urban Resort Residences Parañaque,,30 sqm,"₱ 3,900,000","Marcelo Green Village, Parañaque",1 bedroom,1 bathroom,17,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/41032-73-cd5f0fc5e508-68c4-9836b10e-bf92-43ee,28 Apr 2025,Best Realtor
paranaque,6,"Spacious 2 Bedroom Unit for Sale in Bayshore Residence, Resort 2, Paranaque City",,,,,91 sqm,"₱ 22,000,000","Tambo, Parañaque",2 bedrooms,2 bathrooms,17,Unfurnished,Condo,For Sale,,,,,27 Apr 2025,Jan Jeffrey Poon
paranaque,6,"Azure Urban Residences Bicutan 1-Bedroom 1BR Condo for Sale in Marcelo Green, Parañaque City",,Azure Urban Resort Residences Parañaque,Azure Urban Resort Residences Parañaque,,32 sqm,"₱ 4,500,000","Marcelo Green Village, Parañaque",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/41032-73-cd5f0fc5e508-68c4-9836b10e-bf92-43ee,24 Apr 2025,Jackson Lim
paranaque,6,Pre Selling Condo Across NAIA Terminal 1,"Gold Residences Pre selling

Pre Selling Condo Across NAIA Terminal 1 Parañaque City




SMDC's modern and premium development that provides the luxury and comforts of a premium condominium development suited for the entrepreneurial lifestyle.

Integrated to the Parañeque City SMDC’s Gold Residences provides access to key places of interest essential for entrepreneurs and their employees, whether it be a dinner meeting in a fancy restaurant or relax at the Sky Lounge during break time.

Available Units

1 Bedroom with Balcony  Unit

1 Bedroom Unit

2 Bedroom Unit

AMENITIES

Commercial Hub, Business Hub, Central Lobby, Lap Pool, Kiddie Pool, Terrace Deck, Function Hall, Fitness Hub, Social Hub & Sky Lounge.

LIFETIMEOWNERSHIP

•Introductory Price

•Promo Reservation Fee

•No Spot Downpayment

Grab you OWN LIFETIME PROPERTY NOW, and enjoy high return on investment!!

Requirements

2 valid id's

Reservation forms

Reservation Fee

(Payable to SMDC)

•We are accepting online

reservation

• The Best and safest way to

place and invest your

hard-earned money.",Gold Residences,Gold Residences,,32 sqm,"₱ 6,000,000","Santo Niño, Parañaque",1 bedroom,1 bathroom,7,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/gold-residences/,22 Apr 2025,Danica-Dela Cruz
paranaque,6,Condo in Paranaque Behind SM Sucat,"Field Residences
Found along Dr. A Santos Avenue, Field Residences’ spot in Sucat, Parañaque puts it right next to the entertainment and shopping centers of Entertainment City and SM City Sucat as well as the international and domestic terminals of NAIA.
PROMO 5% Spot Downpayment to Move in with free furniture
AMENITIES
Clubhouse
Conference rooms
Children's area
Swimming pools
Picnic area
Basketball/Volleyball court
Badminton courts
Jogging trail",Field Residences,Field Residences,,24 sqm,"₱ 4,472,000","San Dionisio, Parañaque",1 bedroom,1 bathroom,,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/field-residences/,22 Apr 2025,Vinia Digma
paranaque,6,Condo Near Airport Across NAIA Terminal 1,"GOLD RESIDENCES : Along Ninoy Aquino Ave. corner E. Rodriguez Ave., Sucat, Paranaque City
> OLD PAGCOR, Casino Filipino in Parañaque
> No Spot Downpayment
> Beside S&R Membership Shopping
> In front of Duty Free Philippines
> Across NAIA Terminal 1
> accessible to  NAIA Terminal 1,2 and 3, Mall of Asia Complex, OKADA, City of Dreams, Solaire, Resorts World Manila,
 BGC, Makati and Alabang.",,,,25 sqm,"₱ 7,088,000","Santo Niño, Parañaque",1 bedroom,1 bathroom,,,Condo,For Sale,,,Freehold,,22 Apr 2025,Vinia Digma
paranaque,6,Rent-to-Own 2-Bedroom Condo in Pasay – Experience City Living at Its Best,"PALM BEACH WEST
Move-in ready within 3 weeks upon completing requirements!!! 
RFO Condo in Pasay & Pre Selling Condo near MOA (Pasay)
Location: Metropolitan Park, Roxas Boulevard corner EDSA Extension, Pasay City 
Palm Beach West by Horizon Land offers resort-style amenities while placing you in close proximity to a diverse set of lifestyle and leisure choices within Federal Land’s masterplanned community of Metro Park in the heart of Pasay City. 
Amenities:
Indoor
• Fitness Gym on each Tower
• Function Rooms
• Game Room
• Reading Lounge
• Kiddie Playroom & Day Care Center 
Outdoor
• Adult and Kiddie Pools
• Pool Deck
• Promenade
• Kiddie Play Areas
• Seating Areas
• Al Fresco Area
• Garden Pavilions
• Meditation Gardens
• Garden Lanai
• Jogging Path 
Building Facilities
• Elevators (2 Passenger / 1 Service)
• Stand-By Power Generator
• Basement and Upper Ground Parking
• Private and Secure Drop-off per Tower
• Lobby per Tower
• Commercial Units at the Ground Floor
• Provision for Television and Cable TV
• Mail Room
• 
Safety and Security
• Fire Detection and Alarm System (FDAS)
• Automatic Fire Suppresion System (AFSS)
• CCTV System at Lobby and Elevator Cars
• 24-Hour Security and Maintenance
For inquiries, please contact:
#3BR
#2BR
#Studio
#condoforsale
#nearmakati
#nearlrt
#nearpasay
#palmbeachwest
#HorizonLand
#federalland
#CondoInPasay
#petfriendly 
#NearAirport
#RentToOwnCondo",,,,39 sqm,Request Details,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,22 Apr 2025,Kristine Joy Pascua
paranaque,6,Live in Style with a Rent-to-Own 2-Bedroom Condo in Pasay,"PALM BEACH WEST
Move-in ready within 3 weeks upon completing requirements!!! 
RFO Condo in Pasay & Pre Selling Condo near MOA (Pasay)
Location: Metropolitan Park, Roxas Boulevard corner EDSA Extension, Pasay City 
Palm Beach West by Horizon Land offers resort-style amenities while placing you in close proximity to a diverse set of lifestyle and leisure choices within Federal Land’s masterplanned community of Metro Park in the heart of Pasay City. 
Amenities:
Indoor
• Fitness Gym on each Tower
• Function Rooms
• Game Room
• Reading Lounge
• Kiddie Playroom & Day Care Center 
Outdoor
• Adult and Kiddie Pools
• Pool Deck
• Promenade
• Kiddie Play Areas
• Seating Areas
• Al Fresco Area
• Garden Pavilions
• Meditation Gardens
• Garden Lanai
• Jogging Path 
Building Facilities
• Elevators (2 Passenger / 1 Service)
• Stand-By Power Generator
• Basement and Upper Ground Parking
• Private and Secure Drop-off per Tower
• Lobby per Tower
• Commercial Units at the Ground Floor
• Provision for Television and Cable TV
• Mail Room
• 
Safety and Security
• Fire Detection and Alarm System (FDAS)
• Automatic Fire Suppresion System (AFSS)
• CCTV System at Lobby and Elevator Cars
• 24-Hour Security and Maintenance
For inquiries, please contact:
#3BR
#2BR
#Studio
#condoforsale
#nearmakati
#nearlrt
#nearpasay
#palmbeachwest
#HorizonLand
#federalland
#CondoInPasay
#petfriendly 
#NearAirport
#RentToOwnCondo",,,,39 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,22 Apr 2025,Kristine Joy Pascua
paranaque,6,Rent-to-Own 2-Bedroom Condo in Pasay – A Smart Investment for Your Future,"PALM BEACH WEST
Move-in ready within 3 weeks upon completing requirements!!! 
RFO Condo in Pasay & Pre Selling Condo near MOA (Pasay)
Location: Metropolitan Park, Roxas Boulevard corner EDSA Extension, Pasay City 
Palm Beach West by Horizon Land offers resort-style amenities while placing you in close proximity to a diverse set of lifestyle and leisure choices within Federal Land’s masterplanned community of Metro Park in the heart of Pasay City. 
Amenities:
Indoor
• Fitness Gym on each Tower
• Function Rooms
• Game Room
• Reading Lounge
• Kiddie Playroom & Day Care Center 
Outdoor
• Adult and Kiddie Pools
• Pool Deck
• Promenade
• Kiddie Play Areas
• Seating Areas
• Al Fresco Area
• Garden Pavilions
• Meditation Gardens
• Garden Lanai
• Jogging Path 
Building Facilities
• Elevators (2 Passenger / 1 Service)
• Stand-By Power Generator
• Basement and Upper Ground Parking
• Private and Secure Drop-off per Tower
• Lobby per Tower
• Commercial Units at the Ground Floor
• Provision for Television and Cable TV
• Mail Room
• 
Safety and Security
• Fire Detection and Alarm System (FDAS)
• Automatic Fire Suppresion System (AFSS)
• CCTV System at Lobby and Elevator Cars
• 24-Hour Security and Maintenance
For inquiries, please contact:
#3BR
#2BR
#Studio
#condoforsale
#nearmakati
#nearlrt
#nearpasay
#palmbeachwest
#HorizonLand
#federalland
#CondoInPasay
#petfriendly 
#NearAirport
#RentToOwnCondo",,,,39 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,22 Apr 2025,Kristine Joy Pascua
paranaque,6,Experience Urban Living with a Rent-to-Own 2-Bedroom Condo in Pasay,"PALM BEACH WEST
Move-in ready within 3 weeks upon completing requirements!!! 
RFO Condo in Pasay & Pre Selling Condo near MOA (Pasay)
Location: Metropolitan Park, Roxas Boulevard corner EDSA Extension, Pasay City 
Palm Beach West by Horizon Land offers resort-style amenities while placing you in close proximity to a diverse set of lifestyle and leisure choices within Federal Land’s masterplanned community of Metro Park in the heart of Pasay City. 
Amenities:
Indoor
• Fitness Gym on each Tower
• Function Rooms
• Game Room
• Reading Lounge
• Kiddie Playroom & Day Care Center 
Outdoor
• Adult and Kiddie Pools
• Pool Deck
• Promenade
• Kiddie Play Areas
• Seating Areas
• Al Fresco Area
• Garden Pavilions
• Meditation Gardens
• Garden Lanai
• Jogging Path 
Building Facilities
• Elevators (2 Passenger / 1 Service)
• Stand-By Power Generator
• Basement and Upper Ground Parking
• Private and Secure Drop-off per Tower
• Lobby per Tower
• Commercial Units at the Ground Floor
• Provision for Television and Cable TV
• Mail Room
• 
Safety and Security
• Fire Detection and Alarm System (FDAS)
• Automatic Fire Suppresion System (AFSS)
• CCTV System at Lobby and Elevator Cars
• 24-Hour Security and Maintenance
For inquiries, please contact:
#3BR
#2BR
#Studio
#condoforsale
#nearmakati
#nearlrt
#nearpasay
#palmbeachwest
#HorizonLand
#federalland
#CondoInPasay
#petfriendly 
#NearAirport
#RentToOwnCondo",,,,40 sqm,,"Baclaran, Parañaque",,,,,Condo,Buy & Rent,,,,,22 Apr 2025,Kristine Joy Pascua
