city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
makati,8,"One Rockwell, 3-Bedroom Unit for Sale, Makati City",,One Rockwell,One Rockwell,,152 sqm,"₱ 50,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,Partly furnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/one-rockwell/,"2 weeks, 1 day ago",Skye Properties - RE/MAX 8
makati,8,"The Proscenium Residences, 3-Bedroom Unit for Sale, BGC",,,,,147 sqm,"₱ 63,000,000","Guadalupe Viejo, Makati",3 bedrooms,3 bathrooms,,Fully furnished,Condo,For Sale,,2,,,"2 weeks, 1 day ago",Skye Properties - RE/MAX 8
makati,8,"Bi-Level Penthouse Condo for Sale in Makati Palace Hotel, Makati City",,Makati Palace Hotel,Makati Palace Hotel,,143 sqm,"₱ 17,800,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/makati-palace-hotel/,"2 weeks, 1 day ago",Yvette De Asis
makati,8,"Nice Hotel for Sale in San Antonio Village, Makati City","PDS 25417
Nice Hotel for Sale
San Antonio Village, Makati City
* Lot Area: 277 sqm
* Floor Area: 1,386 sqm
* 7 storeys, 19 hotel rooms, 3 large residential units
* Includes spa, aesthetic clinic, resto café, office space
* Residential units with 1-bedroom, 2-bedroom, and 3-bedroom configurations (also rentable)
* Date Built: October 2020
* Fully furnished
* Titled
* Currently operating
* Income generating
Price: PHP 754,513/sqm = PHP 209,000,000 Gross",,,,"1,386 sqm","₱ 209,000,000","San Antonio, Makati",,,,Fully furnished,Condotel,For Sale,,,,,"2 weeks, 1 day ago",PhilPro Real Estate
makati,8,RISE61XN: For Sale Unfurnished 1BR in The Rise Makati,"Address: 7248 Malugay, Makati, 1203 Kalakhang Maynila

28sqm
1BR
1 Bath
Unfurnished
4.5M Net To Owner (Clean Title)

PAYMENT TERMS:  
Full Payment Only  

TRANSFER OF TITLE:
Net to owner

Sellers will pay:  Broker’s Commission

Buyer will pay: Capital Gains Tax, Real Property Tax, Documentary Stamp Tax, Transfer Tax, Notarial Fee, Processing docs, and other fees for Title Transfer

Direct to Owner
Open to Co-Broke

Viewing Schedule Mondays to Sundays 9AM till 5PM",The Rise Makati,The Rise Makati,28 sqm,28 sqm,"₱ 4,500,000","San Antonio, Makati",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/the-rise-makati/,"2 weeks, 1 day ago",Kondo Ko Property Management
makati,8,"2-Bedroom Condo Unit for Sale in Jazz Residences, Makati City","TG-RA75

2-Bedroom Condo Unit for Sale in Jazz Residences, Makati City 

Selling price: 
10M inclusive of CGT
*Both units have a clean title

Combination of 2 units
Floor area: 55 sqm
2 Bedrooms
2 Bathrooms
Fully furnished
No parking space
Not pet friendly",,,,55 sqm,"₱ 10,000,000","Bel-Air, Makati",2 bedrooms,2 bathrooms,,Fully furnished,Condo,For Sale,,,Freehold,,"2 weeks, 2 days ago",Realus Realtors
makati,8,"For Sale: Spacious 3BR Unit, Senta By Alveo, Legazpi Village, Makati City","FS: 3BR PENTHOUSE UNIT, SENTA BY ALVEO, LEGAZPI VILLAGE, MAKATI CITY

Size: 190 sqm +/-

3BR, 3 T&B 
Bi-Level
Upgraded Interior 
Fully Furnished 
2 Parking Slots
With Income
Views of Legazpi Park & Manila Bay

Price: 45M 

REAL ESTATE SERVICE ACT ART 1V SEC 29

PROHIBITION AGAINST THE UNAUTHORIZED PRACTICE OF REAL ESTATE SERVICE

“No person shall practice or offer to practice real estate service in the Philippines or use the title, word, letter, figure or any sign or advertise or indicate in any manner whatsoever that one is qualified to practice the profession, unless he/she satisfactorily passed the licensure examination given by the Board.

CONTACT  Licensed Real Estate Professional ONLY.


IMPORTANT! 
For LICENSED BROKERS and PRC-Accredited SALESPERSONS!

PLEASE INDICATE the following in your inquiry:

If Broker:
Broker’s Name
PRC License Number

If PRC-Accredited Salesperson:
Salesperson’s Name
PRC Accreditation Number
Broker’s Name
PRC License Number",Senta,Senta,190 sqm,190 sqm,"₱ 45,000,000","Legazpi Village, Makati",3 bedrooms,3 bathrooms,,Fully furnished,Condo,For Sale,2014,2,,https://www.lamudi.com.ph/projects/senta/,"2 weeks, 2 days ago",Vivian Buñales
makati,8,1BR CONDO; ONE LAFAYETTE SQUARE - MAKATI CITY - FOR SALE,"1BR CONDO; ONE LAFAYETTE SQUARE - MAKATI CITY - FOR SALE

FOR SALE: Php 10,000,000

PROPERTY DETAILS:
Property Type: Residential Condominium
Unit Details: 1BR
Toilet & Bath: 1
Floor Area: 75 sqm
Floor: 19th floor
Parking: 1
Inclusions: Fully furnished

PROPERTY FEATURES: With very nice park view

TITLE STATUS: Clean title

TERMS OF PAYMENT: Cash basis only

FOR INQUIRIES: 
Kristine
📞: 0917 794 ----
PRC No. 17861",,,75 sqm,57 sqm,"₱ 10,000,000","Bel-Air, Makati",1 bedroom,1 bathroom,19,,Condo,For Sale,,,,,"2 weeks, 2 days ago",Kristine Malaki
makati,8,Studio Condo with 1 Parking in Makati,"For Sale: Studio Condo with 1 Parking in Makati

Price: ₱16,000,000 
Location: Park Terraces Tower 2, A. Arnaiz Avenue corner South Drive, Barangay San Lorenzo, Makati
Floor area: 37 sqm
Parking size: 14.30 sqm

•	Details:
•	Studio unit
•	Sale price includes 1 parking slot located on Basement 3 
•	View of and facing Palm Drive (Glorietta 2)
•	Within Ayala Center
•	Developed by Ayala Land Premier",,,37 sqm,37 sqm,"₱ 16,000,000","Legazpi Village, Makati",1 bedroom,1 bathroom,,Fully furnished,Studio,For Sale,,1,Freehold,,"2 weeks, 4 days ago",Shirley Assistio
makati,9,Brand New  Two Bedroom Condo Unit For Sale at Proscenium Rockwell Makati,"Enjoy exclusive living with top-notch amenities and a vibrant community. 

Experience Rockwell's signature quality and service in a unique, modern setting Immerse yourself in a world of luxury with a daycare center, pool, and access to the Rockwell Performing Arts Theater right below your home.

 Envision evenings spent enjoying world-class performances or relaxing in your spacious haven while your children are cared for. 

Picture the convenience and luxury that defines Proscenium living.

To schedule a viewing, please provide 2 to 3 days notice for utmost assistance

Presented by:

Shiera Lining
Shi Properties Ph
Making a difference One Property at a Time",Proscenium at Rockwell,Proscenium at Rockwell,121 sqm,121 sqm,"₱ 47,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,35,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,"2 weeks, 4 days ago",Shiera Lining
makati,9,1BR Unit For Sale - One Lafayette Square,,One Lafayette Square,One Lafayette Square,,75 sqm,"₱ 11,500,000","Bel-Air, Makati",1 bedroom,1 bathroom,19,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/one-lafayette-square/,"2 weeks, 4 days ago",Veronica Ginez
makati,9,The Rise Makati | Two Bedroom 2BR Condo Unit For Sale - #8784,,,,,73 sqm,"₱ 19,500,000","San Antonio, Makati",2 bedrooms,,,,Condo,For Sale,,1,,,"2 weeks, 4 days ago",Everbright Real Estate
makati,9,"3 Bedroom For Sale in The Proscenium Residences, Rockwell, Makati","For Sale The Proscenium Residences, Rockwell, Makati

3 BR
147sqm 
40th flr 
Semi Furnished
1 parking 
Php 68,000,000

Hebs Awad
Infinity Realty",,,147 sqm,147 sqm,"₱ 68,000,000","Guadalupe Viejo, Makati",3 bedrooms,2 bathrooms,40,Partly furnished,Condo,For Sale,,1,,,"2 weeks, 4 days ago",The Infinity Realty Inc.
makati,9,Clean Title RFO Furnished 2BR Loft Unit with Balcony & Parking FOR SALE at East Tower One Rockwell Makati,"101 sqm 2BR loft unit FOR SALE at One Rockwell Makati
Fully furnished, located at 11th floor of East tower
Also with 2 t&b, service quarter with own t&b, and 1 parking slot
Asking price is 34M inclusive of CGT and Brokers fee
Clean title, updated RPT and association dues


DISCLAIMER: Availability, pricing, and some details of the property may change without prior notice. I have the right to correct any errors or omissions in this post",One Rockwell East Tower,One Rockwell East Tower,101 sqm,101 sqm,"₱ 34,000,000","Makati, Metro Manila",2 bedrooms,3 bathrooms,10,Fully furnished,Loft,For Sale,,1,,https://www.lamudi.com.ph/projects/41032-73-2b4fc0b40c0-6330-79dc6a25-96e7-476b,"2 weeks, 4 days ago",Aurea Caampued
makati,9,2Bedroom 1Parking The Residences at Greenbelt TRAG Makati Condo For Sale Good deal Furnished Clean Title near BGC Ayala Land Condo Rockwell,"🌆 FOR SALE: 2BR Condo in The Residences at Greenbelt – San Lorenzo Tower, Makati 🏢
Live in one of Makati’s most prestigious addresses—The Residences at Greenbelt, right in the heart of the Ayala Center. Perfect for end-users and investors looking for prime real estate with luxury, security, and unmatched convenience.

📍 PHP 37,000,000 (Inclusive of CGT & Professional Fee)
📌 Property Code: 2009-SC-TRAG

✨ Unit Highlights:
▪️ Tower: San Lorenzo Tower
▪️ Floor: 20th
▪️ Unit Size: 123 sq.m. + 13 sq.m. Balcony (Total 136 sq.m.)
▪️ Bedrooms: 2
▪️ Bathrooms: 2
▪️ Parking: 1 slot
▪️ Semi-Furnished
▪️ As-Is-Where-Is
▪️ Ready for Occupancy
▪️ With Condominium Certificate of Title (CCT) – Clean Title

🏙️ Walk to Greenbelt, Glorietta, offices, top schools, and dining hotspots.

📲 Inquire now for a private viewing or more information!
Paolo Barotilla
The Lead Realty

🔖 #ForSalePH #ResidencesAtGreenbelt #MakatiCondo #GreenbeltLiving #AyalaCenter #2BRCondoPH #LuxuryCondoPH #MakatiRealEstate #TheLeadRealty #CondoForSalePH #MakatiListings #PrimeLocationPH #SemiFurnishedCondo #ReadyForOccupancy #SanLorenzoTower #PropertyInvestmentsPH #MetroManilaLiving",The Residences at Greenbelt,The Residences at Greenbelt,136 sqm,136 sqm,"₱ 37,000,000","Legazpi Village, Makati",2 bedrooms,2 bathrooms,20,Fully furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/the-residences-at-greenbelt/,"2 weeks, 5 days ago",Paolo Barotilla
makati,9,"ONE ROXAS TRIANGLE | 286sqm Three Bedroom 3BR Unit for Sale in One Roxas Triangle, Makati City",,,,286 sqm,286 sqm,"₱ 150,000,000","Urdaneta, Makati",3 bedrooms,4 bathrooms,,Partly furnished,Condo,For Sale,,3,,,"2 weeks, 5 days ago",Zach Pe
makati,9,"1 Bedroom For Sale In Greenbelt Chancellor, Makati City","Project Overview
Greenbelt Chancellor is a high-rise residential condominium developed by Megaworld Corporation, located along Rada Street in Legazpi Village, Makati City. Just a few steps away from the prestigious Greenbelt lifestyle hub, this exclusive development is designed for urban professionals and executives who seek comfort, convenience, and refined city living in the heart of the Makati Central Business District.

Key Features
A prime residential tower offering secure, high-rise living with direct access to Makati’s premier shopping, dining, and business centers. Designed for comfort and exclusivity, the building features modern interiors, well-planned amenities, and efficient unit layouts—perfect for individuals and families who want to live within walking distance to everything.

Unit Configurations
Greenbelt Chancellor offers studio, one-bedroom, and two-bedroom units ranging from approximately 38 to 80 sqm. These units are tailored for professionals, couples, and small families looking for functional spaces within a premium location.

Premium Finishes
Units come semi-furnished with split-type air-conditioning, laminated wood flooring, built-in kitchen cabinetry with granite countertops, and modern bathroom fittings. Large windows allow for natural lighting and city views, providing a comfortable and elegant living space.

Safety and Convenience
The development offers 24/7 security, CCTV monitoring, high-speed elevators, and a fully staffed concierge. Located within a vibrant, walkable neighborhood, residents enjoy unmatched access to shopping malls, offices, parks, and essential services all within a secure and well-maintained environment.

Facilities & Services
Greenbelt Chancellor provides a selection of amenities for wellness, recreation, and convenience:

Amenity Highlights:

Adult swimming pool
Fully equipped fitness center
Male and female changing rooms
Function room for events and meetings
Business center and lounge
Landscaped garden area

Nearby Establishments Shopping & Dining:

Greenbelt Mall Complex
Glorietta Malls
Ayala Center Makati

Educational Institutions:

Assumption College
Ateneo Graduate School of Business
Asian Institute of Management (AIM)

Healthcare Facilities:

Makati Medical Center
Healthway Greenbelt

Business & Office Districts:

Makati CBD (Legazpi and Salcedo Villages)
Ayala Avenue Financial Hub
Bonifacio Global City (via major access roads)

Property Specification

Unit Type: 1 Bedroom
Bathrooms: 1
Floor Area: 55.7 sqm
Parking: 1 slot
Status: Fully Furnished
Total Contract Price: PHP 12,500,000",,,55 sqm,55 sqm,"₱ 12,500,000","Legazpi Village, Makati",1 bedroom,1 bathroom,19,Fully furnished,Condo,For Sale,,1,Leasehold,,"2 weeks, 5 days ago",Haidee Infinity
makati,9,"Studio For Sale In One Pacific Place Salcedo, Makati City","One Pacific Place is a modern residential condominium located in the heart of Salcedo Village, Makati City one of the city’s most sought-after neighborhoods for urban professionals, families, and investors. Known for its serene environment, vibrant weekday market, and proximity to the Makati Central Business District, One Pacific Place offers a blend of comfort, convenience, and practical luxury. Whether you're seeking a new home or a high-value property investment, this development is a smart choice for those who appreciate quality living in a strategic location.

Key Building Features

One Pacific Place stands out with its clean, contemporary architecture and thoughtfully designed common areas. The building features high-speed elevators, 24/7 security, and a full range of lifestyle amenities that support work-life balance and modern living in the city.

Unit Configurations

Units are smartly designed with functional layouts that maximize space efficiency. Select units offer expansive windows with views of the Makati skyline or the tranquil greenery of Salcedo Park.

Modern Finishes

Each unit is equipped with quality finishes including granite countertops, laminated cabinetry, ceramic tile flooring, and well-appointed bathrooms. The interiors provide a clean, neutral canvas—perfect for customizing your own city sanctuary.

Facilities & Services

Swimming Pool and Kiddie Pool
Fully Equipped Fitness Center
Function Rooms
Landscaped Garden Area
Jogging Path
Business Center
24/7 Security and CCTV Surveillance
Fire Detection and Alarm System
Emergency Power Backup
Concierge and Property Management
Retail Shops at Ground Level

Nearby Establishments Shopping & Dining

Greenbelt
Glorietta
SM Makati
Ayala Malls Circuit
Salcedo Saturday Market
Wildflour Café + Bakery
Nikkei Nama Bar
Little Tokyo

Educational Institutions

Assumption College
Asian Institute of Management
Mapúa University Makati
Centro Escolar University Makati
iAcademy

Healthcare Facilities

Makati Medical Center
Healthway Medical – Greenbelt
Manila Doctors Clinic – Ayala North Exchange

Parks and Recreation

Ayala Triangle Gardens
Salcedo Park
Legazpi Active Park
Makati Sports Club

Property Specifications

Unit Type:Studio
Floor Area: 24.10 sqm
Status: Unfurnished
Parking: No Parking Slot Included
Total Contract Price: Php 4,500,000",,,24 sqm,24 sqm,"₱ 4,500,000","Bel-Air, Makati",,1 bathroom,,Fully furnished,Condo,For Sale,,,Leasehold,,"2 weeks, 5 days ago",Haidee Infinity
makati,9,Easton Place | Two Bedroom 2BR Condo Unit For Rent/Sale - #8782,,,,,123 sqm,,"Bel-Air, Makati",2 bedrooms,2 bathrooms,,,Condo,Buy & Rent,,1,,,"2 weeks, 5 days ago",Everbright Real Estate
makati,9,PARK TERRACES 2 BEDROOM MAKATI,"PARK TERRACES TOWER 1, MAKATI
Park Terraces is a premier development by Ayala Land Premier, offering elegant high-rise living with direct access to Ayala Center. With its prime location and luxurious amenities, it remains one of Makati’s most sought-after residential addresses.

•  2 Bedroom
• 2 T&B
• Floor Area: 115 sqm
• 1 Parking Slot
• Maid’s Room
• Fully Furnished
• No Balcony
• Price per sqm: ₱400,000

GROSS PRICE: ₱46,000,000

📍 Patrice Trijo
Wealth Property Consultants

#ParkTerraces #MakatiCondoForSale #AyalaLandPremier #LuxuryLivingPH #PrimePropertyPH #ForSalePH",Park Terraces,Park Terraces,115 sqm,115 sqm,"₱ 46,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,3,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 5 days ago",Patrice Trijo - Wealth Property Consultants
makati,9,PARK TERRACES 2 BEDROOM MAKATI,"FOR SALE – PARK TERRACES TOWER 1, MAKATI
Park Terraces is a premium Ayala Land Premier residential address in Ayala Center, Makati. Offering direct access to premier malls and business hubs, it features upscale amenities, spacious units, and refined city living.

• Unit 36 – 2 Bedroom with T&B
• Floor Area: 140 sqm
• 1 Parking Slot
• Renovated & Fully Furnished
• Price per sqm: ₱357,142

GROSS PRICE: ₱50,000,000

Patrice Trijo
Wealth Property Consultants

#ParkTerraces #MakatiCondoForSale #AyalaLandPremier #LuxuryLivingPH #InvestmentProperty #ForSalePH",Park Terraces,Park Terraces,140 sqm,140 sqm,"₱ 50,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,36,Unfurnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 5 days ago",Patrice Trijo - Wealth Property Consultants
makati,9,PARK CENTRAL TOWERS 3 BEDROOM GALLERY VILLA MAKATI,"PARK CENTRAL TOWERS NORTH, MAKATI
Park Central Towers is Ayala Land Premier’s ultra-luxury high-rise in the heart of Makati’s CBD. With expansive layouts, curated finishes, and exclusive amenities, it offers refined vertical living for the most discerning homeowners.

• Unit 32A – 3 Bedroom Gallery Villa Plus
• Floor Area: 301 sqm
• 3 Parking Slots
• Price per sqm: ₱550,000

GROSS PRICE: ₱170,000,000

Patrice Trijo
Wealth Property Consultants

#ParkCentralTowers #GalleryVilla #AyalaLandPremier #MakatiCondoForSale #UltraLuxuryLiving #ForSalePH #PrimePropertyPH",Park Central Towers,Park Central Towers,310 sqm,310 sqm,"₱ 170,000,000","Urdaneta, Makati",3 bedrooms,3 bathrooms,32,Unfurnished,Condo,For Sale,,3,,https://www.lamudi.com.ph/projects/park-central-towers/,"2 weeks, 5 days ago",Patrice Trijo - Wealth Property Consultants
makati,9,PARK TERRACES TOWER 1 2 BEDROOM GLASS SUITE MAKATI,"PARK TERRACES TOWER 1, MAKATI
Park Terraces is a premier residential development by Ayala Land Premier located in the Ayala Center, Makati. Known for its luxurious amenities, central location, and direct access to upscale retail and business destinations, it offers elevated city living.

• 2 Bedroom Glass Suite Plus
• Floor Area: 150 sqm
• Located on the 3rd Floor
• 2 Parking Slots
• Price per sqm: ₱550,000

GROSS PRICE: ₱83,000,000

📍 Patrice Trijo
Wealth Property Consultants

#ParkTerraces #MakatiCondoForSale #AyalaLandPremier #LuxuryLivingPH #ForSalePH #PrimePropertyPH",Park Terraces,Park Terraces,150 sqm,150 sqm,"₱ 83,000,000","Makati, Metro Manila",2 bedrooms,2 bathrooms,3,Unfurnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 5 days ago",Patrice Trijo - Wealth Property Consultants
makati,9,FOR SALE 3BR UNIT - THE SHANG GRAND TOWER,FOR SALE 3BR UNIT - THE SHANG GRAND TOWER,,,,238 sqm,"₱ 59,990,000","Legazpi Village, Makati",3 bedrooms,1 bathroom,,Fully furnished,Condo,For Sale,,,,,"2 weeks, 5 days ago",HousingInteractive Inc.
makati,9,FOR SALE 3BR - THE SHANG GRAND TOWER,FOR SALE 3BR - THE SHANG GRAND TOWER,,,,274 sqm,"₱ 85,000,000","Legazpi Village, Makati",3 bedrooms,3 bathrooms,36,Partly furnished,Condo,For Sale,,2,,,"2 weeks, 5 days ago",HousingInteractive Inc.
makati,9,FOR SALE 4BR - THE SHANG GRAND TOWER,FOR SALE 4BR - THE SHANG GRAND TOWER,,,,275 sqm,"₱ 75,000,000","Legazpi Village, Makati",4 bedrooms,4 bathrooms,,Fully furnished,Condo,For Sale,,3,,,"2 weeks, 5 days ago",HousingInteractive Inc.
makati,9,FOR SALE 2BR - THE SHANG GRAND TOWER,FOR SALE 2BR - THE SHANG GRAND TOWER,,,,135 sqm,"₱ 35,000,000","Legazpi Village, Makati",2 bedrooms,1 bathroom,28,Fully furnished,Condo,For Sale,,2,,,"2 weeks, 5 days ago",HousingInteractive Inc.
makati,9,The Oriental Place Makati with Free Pool and Gym Access,"Welcome to direct owner’s unit  at  THE ORIENTAL PLACE MAKATI,  1 bedroom  with 27 sqm size,  queen size bed, free access of POOL and GYM   located at strategic  place of  Makati.  

·  Prime Makati Location
Situated along Don Chino Roces Avenue, The Oriental Place puts you at the heart of Makati—just minutes away from Ayala Avenue, Legaspi Village, and Greenbelt.

·  Affordable Luxury in the CBD
Compared to other Makati condos, it offers more competitive rental rates while still delivering modern amenities and a central address.

·  Walking Distance to Malls & Dining Hubs
Close to Greenbelt, Glorietta, The Landmark, and countless dining options, giving you unlimited lifestyle choices right at your doorstep.

·  Modern Resort-Inspired Amenities
Enjoy a swimming pool, gym, function rooms, landscaped areas, and kid-friendly spaces—ideal for relaxation and work-life balance.

·  Safe and Secure Living
With 24/7 security, CCTV monitoring, and a reliable concierge, residents can enjoy peace of mind in a protected community.

 ·  Accessible Transportation
Easy access to EDSA, South Luzon Expressway, and key transport routes, making commutes to BGC, Ortigas, and the airport faster and more convenient.

·  Business & Professional Advantage
Located near major offices, corporate headquarters, and co-working hubs—perfect for young professionals and business executives.

·  Proximity to Schools & Universities
Ideal for families and students with schools like Don Bosco Makati, Assumption College, and Colegio San Agustin nearby.

·  Practical Unit Layouts
Designed to maximize space and comfort, units are perfect for singles, couples, or small families seeking a functional and modern home.

·  Great Value for Renters & Investors
Because of its strategic location and affordability, The Oriental Place maintains strong rental demand—ideal for those looking at long-term investment returns.",The Oriental Place,The Oriental Place,27 sqm,24 sqm,,"Pio Del Pilar, Makati",1 bedroom,1 bathroom,10,Partly furnished,Condo,Buy & Rent,2009,1,,https://www.lamudi.com.ph/projects/the-oriental-place/,"2 weeks, 5 days ago",Manhub Realty 1
makati,9,"RUSH SALE-1BR unit and Parking in Gramercy Residences,Makati","FOR SALE 

🏙️Gramercy Residences Makati 🏙️ 
✔️ 1 Bedroom 
✔️ with balcony 
✔️ 39sqm 
✔️ 15th floor 
✔️ Furnished and Interior 
✔️ Facing river 
✔️ with parking 
✅Selling Price: 7,750,000 Gross",The Gramercy Residences,The Gramercy Residences,39 sqm,39 sqm,"₱ 7,750,000","Makati, Metro Manila",1 bedroom,1 bathroom,15,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/gramercy-residences/,"2 weeks, 5 days ago",Property PH
makati,9,RUSH SALE-1BR unit and Parking  Gramercy Makati,,The Gramercy Residences,The Gramercy Residences,39 sqm,39 sqm,"₱ 7,800,000","Makati, Metro Manila",1 bedroom,1 bathroom,46,Fully furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/gramercy-residences/,"2 weeks, 5 days ago",Property PH
makati,9,"Affordbale and Move-In-Ready 1 Bedroom For sale in The Beacon, Makati, For Sale | Best Realtor",,,,,42 sqm,"₱ 5,000,000","Chino Roces, Makati",1 bedroom,1 bathroom,30,Fully furnished,Condo,For Sale,,,,,"2 weeks, 5 days ago",Best Realtor
makati,9,"Price Drop ₱5.5M For sale 1BR in Chino Roces, Makati | Best Realtor",,,,,43 sqm,"₱ 5,500,000","Chino Roces, Makati",1 bedroom,1 bathroom,23,Fully furnished,Condo,For Sale,,,,,"2 weeks, 5 days ago",Best Realtor
makati,9,"Studio Condo for Sale in Greenbelt Radissons at Legazpi Village, Makati City",,Greenbelt Radissons,Greenbelt Radissons,,34 sqm,"₱ 5,145,000","Legazpi Village, Makati",,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/greenbelt-radissons/,"2 weeks, 5 days ago",Yvette De Asis
makati,9,Condo for Sale in Makati City at Greenbelt Parkplace 1 Bedroom 1BR,,Greenbelt Parkplace,Greenbelt Parkplace,,36 sqm,"₱ 7,350,000","Urdaneta, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/greenbelt-parkplace/,"2 weeks, 5 days ago",Yvette De Asis
makati,9,Luxuriously Stunning & Beautifully Decorated to Perfection 3BR Unit,,,,304 sqm,304 sqm,,"Urdaneta, Makati",3 bedrooms,3 bathrooms,,Fully furnished,Condo,Buy & Rent,,3,,,"2 weeks, 5 days ago",Bridgette Aloya
makati,9,"1 Bedroom Condo for Sale in Greenbelt Parkplace, Legazpi Village, Makati City",,Greenbelt Parkplace,Greenbelt Parkplace,,36 sqm,"₱ 7,350,000","Urdaneta, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/greenbelt-parkplace/,"2 weeks, 5 days ago",Yvette De Asis
makati,9,"1 Bedroom For Sale In Greenbelt Chancellor, Makati City","Greenbelt Chancellor, Makati City

Project Overview
Greenbelt Chancellor is a high-rise residential condominium developed by Megaworld Corporation, located along Rada Street in Legazpi Village, Makati City. Just a few steps away from the prestigious Greenbelt lifestyle hub, this exclusive development is designed for urban professionals and executives who seek comfort, convenience, and refined city living in the heart of the Makati Central Business District.

Key Features
A prime residential tower offering secure, high-rise living with direct access to Makati’s premier shopping, dining, and business centers. Designed for comfort and exclusivity, the building features modern interiors, well-planned amenities, and efficient unit layouts—perfect for individuals and families who want to live within walking distance to everything.

Unit Configurations
Greenbelt Chancellor offers studio, one-bedroom, and two-bedroom units ranging from approximately 38 to 80 sqm. These units are tailored for professionals, couples, and small families looking for functional spaces within a premium location.

Premium Finishes
Units come semi-furnished with split-type air-conditioning, laminated wood flooring, built-in kitchen cabinetry with granite countertops, and modern bathroom fittings. Large windows allow for natural lighting and city views, providing a comfortable and elegant living space.

Safety and Convenience
The development offers 24/7 security, CCTV monitoring, high-speed elevators, and a fully staffed concierge. Located within a vibrant, walkable neighborhood, residents enjoy unmatched access to shopping malls, offices, parks, and essential services all within a secure and well-maintained environment.

Facilities & Services
Greenbelt Chancellor provides a selection of amenities for wellness, recreation, and convenience:

Amenity Highlights:

Adult swimming pool
Fully equipped fitness center
Male and female changing rooms
Function room for events and meetings
Business center and lounge
Landscaped garden area

Nearby Establishments Shopping & Dining:

Greenbelt Mall Complex
Glorietta Malls
Ayala Center Makati

Educational Institutions:

Assumption College
Ateneo Graduate School of Business
Asian Institute of Management (AIM)

Healthcare Facilities:

Makati Medical Center
Healthway Greenbelt

Business & Office Districts:

Makati CBD (Legazpi and Salcedo Villages)
Ayala Avenue Financial Hub
Bonifacio Global City (via major access roads)

Property Specification

Unit Type: 1 Bedroom
Bathrooms: 1
Floor Area: 55.7 sqm
Parking: 1 slot
Status: Full Furnished
Total Contract Price: PHP 12,500,000",,,55 sqm,557 sqm,"₱ 12,500,000","Legazpi Village, Makati",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,,1,Leasehold,,"2 weeks, 5 days ago",Adel Infinity
